Retail and E-commerce,E-Commerce Platform Interactions and Partnerships
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,UrbanMart Superstore,3,GreenBasket Grocery,product_bundle
0,UrbanMart Superstore,7,DailyStyle Apparel,logistics_flow
0,UrbanMart Superstore,2,TechHive Electronics,logistics_flow
0,UrbanMart Superstore,5,Sparkle Jewelry,product_bundle
0,UrbanMart Superstore,1,FashionLane Boutique,payment_channel
1,FashionLane Boutique,8,SmartBuy Hypermart,logistics_flow
1,FashionLane Boutique,6,NextStep Shoe Center,payment_channel
1,FashionLane Boutique,3,GreenBasket Grocery,product_bundle
1,FashionLane Boutique,9,OfficeDen Supplies,payment_channel
1,FashionLane Boutique,4,FurnitureCo Home Store,product_bundle
2,TechHive Electronics,8,SmartBuy Hypermart,product_bundle
2,TechHive Electronics,9,OfficeDen Supplies,logistics_flow
2,TechHive Electronics,4,FurnitureCo Home Store,supplier_buyer
2,TechHive Electronics,3,GreenBasket Grocery,product_bundle
2,TechHive Electronics,1,FashionLane Boutique,payment_channel
