Tourism and Hospitality,Regional Tourist Flow Connections
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Paris Historical Spot,8,Cairo Pyramid Zone,tour_route
0,Paris Historical Spot,3,Rome Ancient Ruins,tour_route
0,Paris Historical Spot,2,New York City Landmark,sightseeing_bus_connection
0,Paris Historical Spot,7,London Royal Garden,shared_transport
0,Paris Historical Spot,9,Venice Canal District,hotel_chain_membership
1,Kyoto Temple Area,9,Venice Canal District,hotel_chain_membership
1,Kyoto Temple Area,3,Rome Ancient Ruins,tourism_package_link
1,Kyoto Temple Area,7,London Royal Garden,shared_transport
1,Kyoto Temple Area,8,Cairo Pyramid Zone,shared_transport
1,Kyoto Temple Area,2,New York City Landmark,hotel_chain_membership
2,New York City Landmark,7,London Royal Garden,sightseeing_bus_connection
2,New York City Landmark,9,Venice Canal District,tour_route
2,New York City Landmark,8,Cairo Pyramid Zone,shared_transport
2,New York City Landmark,3,Rome Ancient Ruins,tourism_package_link
2,New York City Landmark,6,Beijing Forbidden Site,sightseeing_bus_connection
4,Santorini Scenic Viewpoint,6,Beijing Forbidden Site,tour_route
5,Bali Beach Resort,3,Rome Ancient Ruins,sightseeing_bus_connection
