Sports and Entertainment,Key Stakeholders in Global Sports Events
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Alpha Research Team,10,Atlas Engineering Unit,broadcast_right
0,Alpha Research Team,5,Zeta Strategy Panel,venue_booking
0,Alpha Research Team,13,Draco Robotics Team,venue_booking
0,Alpha Research Team,8,Lynx Data Science Team,venue_booking
0,Alpha Research Team,6,Omega Testing Division,match_schedule
1,Beta Operations Group,13,Draco Robotics Team,venue_booking
1,Beta Operations Group,0,Alpha Research Team,league_affiliation
1,Beta Operations Group,3,Delta Innovation Crew,ticket_sharing
1,Beta Operations Group,10,Atlas Engineering Unit,venue_booking
1,Beta Operations Group,2,Gamma Security Unit,league_affiliation
2,Gamma Security Unit,4,Epsilon Design Team,venue_booking
2,Gamma Security Unit,9,Falcon Deployment Crew,league_affiliation
2,Gamma Security Unit,5,Zeta Strategy Panel,broadcast_right
2,Gamma Security Unit,3,Delta Innovation Crew,venue_booking
2,Gamma Security Unit,0,Alpha Research Team,league_affiliation
7,Phoenix Rescue Squad,5,Zeta Strategy Panel,broadcast_right
11,Sierra Survey Team,7,Phoenix Rescue Squad,venue_booking
12,Nova Creative Taskforce,6,Omega Testing Division,venue_booking
