Science and Engineering,Collaborative Links Between Research Labs and Universities
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Global Policy Institute,6,Center for Data Ethics,research_funding
0,Global Policy Institute,8,Neuroscience Research Group,joint_lab
0,Global Policy Institute,5,Ocean Studies Institute,joint_lab
0,Global Policy Institute,2,Climate Research Center,joint_lab
0,Global Policy Institute,1,Institute of Robotics and AI,joint_lab
1,Institute of Robotics and AI,2,Climate Research Center,co_authorship
1,Institute of Robotics and AI,8,Neuroscience Research Group,co_authorship
1,Institute of Robotics and AI,5,Ocean Studies Institute,co_authorship
1,Institute of Robotics and AI,4,Energy Innovation Lab,patent_sharing
1,Institute of Robotics and AI,3,Biomedical Research Institute,research_funding
2,Climate Research Center,9,Cultural Heritage Institute,patent_sharing
2,Climate Research Center,6,Center for Data Ethics,research_funding
2,Climate Research Center,5,Ocean Studies Institute,research_funding
2,Climate Research Center,7,Advanced Mathematics Institute,co_authorship
2,Climate Research Center,8,Neuroscience Research Group,joint_lab
