Tourism and Hospitality,Regional Tourist Flow Connections
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Paris Historical Spot,8,Cairo Pyramid Zone,sightseeing_bus_connection
0,Paris Historical Spot,6,Beijing Forbidden Site,tour_route
0,Paris Historical Spot,9,Venice Canal District,shared_transport
0,Paris Historical Spot,5,Bali Beach Resort,tour_route
0,Paris Historical Spot,1,Kyoto Temple Area,hotel_chain_membership
1,Kyoto Temple Area,9,Venice Canal District,tour_route
1,Kyoto Temple Area,7,London Royal Garden,tour_route
1,Kyoto Temple Area,2,New York City Landmark,tour_route
1,Kyoto Temple Area,4,Santorini Scenic Viewpoint,hotel_chain_membership
1,Kyoto Temple Area,8,Cairo Pyramid Zone,tourism_package_link
2,New York City Landmark,6,Beijing Forbidden Site,tourism_package_link
2,New York City Landmark,9,Venice Canal District,tour_route
2,New York City Landmark,4,Santorini Scenic Viewpoint,sightseeing_bus_connection
2,New York City Landmark,5,Bali Beach Resort,tour_route
2,New York City Landmark,3,Rome Ancient Ruins,tour_route
