Social Media and Digital Media and Streaming,Cross-Platform Media Collaboration Map
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Anderson Premium Account,8,Velocity Pro Account,collab_post
0,Anderson Premium Account,6,BlueOcean Finance Account,media_affiliation
0,Anderson Premium Account,4,Falcon Investment Profile,media_affiliation
0,Anderson Premium Account,9,Harmony Subscription Profile,content_stream
0,Anderson Premium Account,7,UrbanTrend Member Account,collab_post
1,Sunrise Savings Account,8,Velocity Pro Account,content_stream
1,Sunrise Savings Account,4,Falcon Investment Profile,follower_link
1,Sunrise Savings Account,7,UrbanTrend Member Account,media_affiliation
1,Sunrise Savings Account,5,Crystal Loyalty Account,media_affiliation
1,Sunrise Savings Account,3,Evergreen Business Account,media_affiliation
2,Quantum Trading Profile,7,UrbanTrend Member Account,follower_link
2,Quantum Trading Profile,4,Falcon Investment Profile,media_affiliation
2,Quantum Trading Profile,9,Harmony Subscription Profile,collab_post
2,Quantum Trading Profile,0,Anderson Premium Account,media_affiliation
2,Quantum Trading Profile,3,Evergreen Business Account,content_stream
