Real Estate and Housing Market,Interconnected Housing Projects by Region
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Willow Creek Estate,3,Emerald Tower,broker_affiliation
0,Willow Creek Estate,11,Oceanfront Horizon Estate,real_estate_agency_link
0,Willow Creek Estate,4,Pinehill Townhomes,lease_chain
0,Willow Creek Estate,7,Maplewood Park Homes,rental_agreement
0,Willow Creek Estate,6,Golden Terrace Apartments,real_estate_agency_link
1,Sunset Villas Complex,11,Oceanfront Horizon Estate,rental_agreement
1,Sunset Villas Complex,9,Lakeside Heights,property_exchange
1,Sunset Villas Complex,6,Golden Terrace Apartments,lease_chain
1,Sunset Villas Complex,3,Emerald Tower,lease_chain
1,Sunset Villas Complex,5,Harborview Condominiums,lease_chain
2,Riverstone Residences,7,Maplewood Park Homes,real_estate_agency_link
2,Riverstone Residences,3,Emerald Tower,real_estate_agency_link
2,Riverstone Residences,1,Sunset Villas Complex,broker_affiliation
2,Riverstone Residences,8,Crystal Bay Residence,lease_chain
2,Riverstone Residences,11,Oceanfront Horizon Estate,broker_affiliation
10,Hilltop Luxury Condos,8,Crystal Bay Residence,broker_affiliation
