Tourism and Hospitality,Regional Tourist Flow Connections
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Paris Historical Spot,3,Rome Ancient Ruins,sightseeing_bus_connection
0,Paris Historical Spot,8,Cairo Pyramid Zone,sightseeing_bus_connection
0,Paris Historical Spot,9,Venice Canal District,hotel_chain_membership
0,Paris Historical Spot,2,New York City Landmark,shared_transport
0,Paris Historical Spot,7,London Royal Garden,shared_transport
1,Kyoto Temple Area,8,Cairo Pyramid Zone,tour_route
1,Kyoto Temple Area,4,Santorini Scenic Viewpoint,tourism_package_link
1,Kyoto Temple Area,6,Beijing Forbidden Site,sightseeing_bus_connection
1,Kyoto Temple Area,3,Rome Ancient Ruins,tourism_package_link
1,Kyoto Temple Area,5,Bali Beach Resort,sightseeing_bus_connection
2,New York City Landmark,7,London Royal Garden,sightseeing_bus_connection
2,New York City Landmark,9,Venice Canal District,sightseeing_bus_connection
2,New York City Landmark,3,Rome Ancient Ruins,tour_route
2,New York City Landmark,4,Santorini Scenic Viewpoint,tourism_package_link
2,New York City Landmark,6,Beijing Forbidden Site,tourism_package_link
