Social Media and Digital Media and Streaming,Cross-Platform Media Collaboration Map
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Anderson Premium Account,3,Evergreen Business Account,content_stream
0,Anderson Premium Account,2,Quantum Trading Profile,tag_mention
0,Anderson Premium Account,6,BlueOcean Finance Account,follower_link
0,Anderson Premium Account,5,Crystal Loyalty Account,collab_post
0,Anderson Premium Account,1,Sunrise Savings Account,content_stream
1,Sunrise Savings Account,9,Harmony Subscription Profile,media_affiliation
1,Sunrise Savings Account,8,Velocity Pro Account,follower_link
1,Sunrise Savings Account,4,Falcon Investment Profile,media_affiliation
1,Sunrise Savings Account,7,UrbanTrend Member Account,content_stream
1,Sunrise Savings Account,6,BlueOcean Finance Account,content_stream
2,Quantum Trading Profile,7,UrbanTrend Member Account,media_affiliation
2,Quantum Trading Profile,9,Harmony Subscription Profile,media_affiliation
2,Quantum Trading Profile,4,Falcon Investment Profile,follower_link
2,Quantum Trading Profile,5,Crystal Loyalty Account,collab_post
2,Quantum Trading Profile,8,Velocity Pro Account,content_stream
