Tourism and Hospitality,Regional Tourist Flow Connections
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Paris Historical Spot,5,Bali Beach Resort,tour_route
0,Paris Historical Spot,4,Santorini Scenic Viewpoint,tourism_package_link
0,Paris Historical Spot,7,London Royal Garden,hotel_chain_membership
0,Paris Historical Spot,6,Beijing Forbidden Site,hotel_chain_membership
0,Paris Historical Spot,1,Kyoto Temple Area,sightseeing_bus_connection
1,Kyoto Temple Area,9,Venice Canal District,shared_transport
1,Kyoto Temple Area,8,Cairo Pyramid Zone,tourism_package_link
1,Kyoto Temple Area,6,Beijing Forbidden Site,sightseeing_bus_connection
1,Kyoto Temple Area,7,London Royal Garden,shared_transport
1,Kyoto Temple Area,4,Santorini Scenic Viewpoint,tourism_package_link
2,New York City Landmark,9,Venice Canal District,shared_transport
2,New York City Landmark,0,Paris Historical Spot,hotel_chain_membership
2,New York City Landmark,8,Cairo Pyramid Zone,tourism_package_link
2,New York City Landmark,5,Bali Beach Resort,tourism_package_link
2,New York City Landmark,6,Beijing Forbidden Site,shared_transport
3,Rome Ancient Ruins,5,Bali Beach Resort,tourism_package_link
