Sports and Entertainment,Key Stakeholders in Global Sports Events
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Alpha Research Team,13,Draco Robotics Team,broadcast_right
0,Alpha Research Team,9,Falcon Deployment Crew,league_affiliation
0,Alpha Research Team,7,Phoenix Rescue Squad,venue_booking
0,Alpha Research Team,12,Nova Creative Taskforce,ticket_sharing
0,Alpha Research Team,8,Lynx Data Science Team,broadcast_right
1,Beta Operations Group,4,Epsilon Design Team,match_schedule
1,Beta Operations Group,7,Phoenix Rescue Squad,league_affiliation
1,Beta Operations Group,3,Delta Innovation Crew,venue_booking
1,Beta Operations Group,12,Nova Creative Taskforce,ticket_sharing
1,Beta Operations Group,11,Sierra Survey Team,venue_booking
2,Gamma Security Unit,6,Omega Testing Division,broadcast_right
2,Gamma Security Unit,9,Falcon Deployment Crew,ticket_sharing
2,Gamma Security Unit,13,Draco Robotics Team,broadcast_right
2,Gamma Security Unit,12,Nova Creative Taskforce,venue_booking
2,Gamma Security Unit,4,Epsilon Design Team,match_schedule
5,Zeta Strategy Panel,7,Phoenix Rescue Squad,broadcast_right
10,Atlas Engineering Unit,9,Falcon Deployment Crew,venue_booking
