Education and Academics,Global Academic Institutions Partnership Map
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Greenwood High School,6,Beacon Arts Academy,student_exchange
0,Greenwood High School,9,Meadowlark Middle School,student_exchange
0,Greenwood High School,7,Sunrise Montessori School,research_collaboration
0,Greenwood High School,10,Harborview STEM School,student_exchange
0,Greenwood High School,8,Westfield Engineering School,student_exchange
1,Starlight Elementary School,4,Hillcrest Technical School,academic_advising
1,Starlight Elementary School,2,Oakridge International Academy,joint_program
1,Starlight Elementary School,6,Beacon Arts Academy,joint_program
1,Starlight Elementary School,10,Harborview STEM School,academic_advising
1,Starlight Elementary School,3,Riverside Public School,research_collaboration
2,Oakridge International Academy,9,Meadowlark Middle School,student_exchange
2,Oakridge International Academy,11,Trinity Language School,funding_support
2,Oakridge International Academy,5,Silverstream Science School,funding_support
2,Oakridge International Academy,10,Harborview STEM School,joint_program
2,Oakridge International Academy,0,Greenwood High School,joint_program
