Retail and E-commerce,E-Commerce Platform Interactions and Partnerships
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,UrbanMart Superstore,4,FurnitureCo Home Store,payment_channel
0,UrbanMart Superstore,3,GreenBasket Grocery,logistics_flow
0,UrbanMart Superstore,7,DailyStyle Apparel,payment_channel
0,UrbanMart Superstore,8,SmartBuy Hypermart,product_bundle
0,UrbanMart Superstore,1,FashionLane Boutique,payment_channel
1,FashionLane Boutique,6,NextStep Shoe Center,product_bundle
1,FashionLane Boutique,8,SmartBuy Hypermart,affiliate_link
1,FashionLane Boutique,5,Sparkle Jewelry,product_bundle
1,FashionLane Boutique,2,TechHive Electronics,affiliate_link
1,FashionLane Boutique,7,DailyStyle Apparel,affiliate_link
2,TechHive Electronics,9,OfficeDen Supplies,product_bundle
2,TechHive Electronics,7,DailyStyle Apparel,logistics_flow
2,TechHive Electronics,0,UrbanMart Superstore,affiliate_link
2,TechHive Electronics,4,FurnitureCo Home Store,supplier_buyer
2,TechHive Electronics,8,SmartBuy Hypermart,product_bundle
