Real Estate and Housing Market,Interconnected Housing Projects by Region
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Willow Creek Estate,11,Oceanfront Horizon Estate,lease_chain
0,Willow Creek Estate,4,Pinehill Townhomes,rental_agreement
0,Willow Creek Estate,3,Emerald Tower,lease_chain
0,Willow Creek Estate,7,Maplewood Park Homes,rental_agreement
0,Willow Creek Estate,10,Hilltop Luxury Condos,lease_chain
1,Sunset Villas Complex,2,Riverstone Residences,rental_agreement
1,Sunset Villas Complex,11,Oceanfront Horizon Estate,broker_affiliation
1,Sunset Villas Complex,5,Harborview Condominiums,broker_affiliation
1,Sunset Villas Complex,6,Golden Terrace Apartments,property_exchange
1,Sunset Villas Complex,10,Hilltop Luxury Condos,broker_affiliation
2,Riverstone Residences,6,Golden Terrace Apartments,rental_agreement
2,Riverstone Residences,10,Hilltop Luxury Condos,rental_agreement
2,Riverstone Residences,7,Maplewood Park Homes,lease_chain
2,Riverstone Residences,0,Willow Creek Estate,rental_agreement
2,Riverstone Residences,4,Pinehill Townhomes,property_exchange
8,Crystal Bay Residence,11,Oceanfront Horizon Estate,broker_affiliation
9,Lakeside Heights,4,Pinehill Townhomes,property_exchange
