Real Estate and Housing Market,Interconnected Housing Projects by Region
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Willow Creek Estate,9,Lakeside Heights,lease_chain
0,Willow Creek Estate,5,Harborview Condominiums,real_estate_agency_link
0,Willow Creek Estate,10,Hilltop Luxury Condos,lease_chain
0,Willow Creek Estate,7,Maplewood Park Homes,broker_affiliation
0,Willow Creek Estate,6,Golden Terrace Apartments,rental_agreement
1,Sunset Villas Complex,11,Oceanfront Horizon Estate,lease_chain
1,Sunset Villas Complex,2,Riverstone Residences,rental_agreement
1,Sunset Villas Complex,8,Crystal Bay Residence,real_estate_agency_link
1,Sunset Villas Complex,0,Willow Creek Estate,lease_chain
1,Sunset Villas Complex,10,Hilltop Luxury Condos,lease_chain
2,Riverstone Residences,8,Crystal Bay Residence,rental_agreement
2,Riverstone Residences,4,Pinehill Townhomes,rental_agreement
2,Riverstone Residences,11,Oceanfront Horizon Estate,rental_agreement
2,Riverstone Residences,10,Hilltop Luxury Condos,real_estate_agency_link
2,Riverstone Residences,5,Harborview Condominiums,real_estate_agency_link
3,Emerald Tower,8,Crystal Bay Residence,real_estate_agency_link
