Science and Engineering,Collaborative Links Between Research Labs and Universities
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Global Policy Institute,1,Institute of Robotics and AI,co_authorship
0,Global Policy Institute,6,Center for Data Ethics,research_funding
0,Global Policy Institute,2,Climate Research Center,joint_lab
0,Global Policy Institute,5,Ocean Studies Institute,co_authorship
0,Global Policy Institute,8,Neuroscience Research Group,joint_lab
1,Institute of Robotics and AI,5,Ocean Studies Institute,patent_sharing
1,Institute of Robotics and AI,7,Advanced Mathematics Institute,patent_sharing
1,Institute of Robotics and AI,9,Cultural Heritage Institute,tech_transfer
1,Institute of Robotics and AI,8,Neuroscience Research Group,tech_transfer
1,Institute of Robotics and AI,6,Center for Data Ethics,tech_transfer
2,Climate Research Center,4,Energy Innovation Lab,co_authorship
2,Climate Research Center,5,Ocean Studies Institute,co_authorship
2,Climate Research Center,7,Advanced Mathematics Institute,patent_sharing
2,Climate Research Center,3,Biomedical Research Institute,joint_lab
2,Climate Research Center,1,Institute of Robotics and AI,patent_sharing
