Science and Engineering,Collaborative Links Between Research Labs and Universities
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Global Policy Institute,7,Advanced Mathematics Institute,tech_transfer
0,Global Policy Institute,2,Climate Research Center,co_authorship
0,Global Policy Institute,3,Biomedical Research Institute,joint_lab
0,Global Policy Institute,1,Institute of Robotics and AI,patent_sharing
0,Global Policy Institute,9,Cultural Heritage Institute,tech_transfer
1,Institute of Robotics and AI,3,Biomedical Research Institute,tech_transfer
1,Institute of Robotics and AI,5,Ocean Studies Institute,co_authorship
1,Institute of Robotics and AI,2,Climate Research Center,joint_lab
1,Institute of Robotics and AI,6,Center for Data Ethics,co_authorship
1,Institute of Robotics and AI,7,Advanced Mathematics Institute,research_funding
2,Climate Research Center,9,Cultural Heritage Institute,tech_transfer
2,Climate Research Center,8,Neuroscience Research Group,patent_sharing
2,Climate Research Center,3,Biomedical Research Institute,joint_lab
2,Climate Research Center,6,Center for Data Ethics,research_funding
2,Climate Research Center,5,Ocean Studies Institute,research_funding
4,Energy Innovation Lab,3,Biomedical Research Institute,research_funding
