Tourism and Hospitality,Regional Tourist Flow Connections
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Paris Historical Spot,8,Cairo Pyramid Zone,shared_transport
0,Paris Historical Spot,9,Venice Canal District,shared_transport
0,Paris Historical Spot,3,Rome Ancient Ruins,tourism_package_link
0,Paris Historical Spot,2,New York City Landmark,tour_route
0,Paris Historical Spot,6,Beijing Forbidden Site,tour_route
1,Kyoto Temple Area,7,London Royal Garden,hotel_chain_membership
1,Kyoto Temple Area,8,Cairo Pyramid Zone,shared_transport
1,Kyoto Temple Area,9,Venice Canal District,sightseeing_bus_connection
1,Kyoto Temple Area,3,Rome Ancient Ruins,hotel_chain_membership
1,Kyoto Temple Area,5,Bali Beach Resort,tourism_package_link
2,New York City Landmark,5,Bali Beach Resort,sightseeing_bus_connection
2,New York City Landmark,4,Santorini Scenic Viewpoint,tourism_package_link
2,New York City Landmark,7,London Royal Garden,tour_route
2,New York City Landmark,9,Venice Canal District,tour_route
2,New York City Landmark,1,Kyoto Temple Area,tourism_package_link
