Sports and Entertainment,the Comparison of Sports and Entertainment,8x8,diagonal
Basketball,Attendance,0.92
Events,Attendance,0.67
Football,Attendance,0.46
Gaming,Attendance,0.21
Media Rights,Attendance,0.22
Music,Attendance,0.47
Streaming,Attendance,0.67
Tennis,Attendance,0.93
Basketball,Fan Engagement,0.67
Events,Fan Engagement,0.86
Football,Fan Engagement,0.65
Gaming,Fan Engagement,0.47
Media Rights,Fan Engagement,0.47
Music,Fan Engagement,0.65
Streaming,Fan Engagement,0.85
Tennis,Fan Engagement,0.67
Basketball,Merchandise,0.47
Events,Merchandise,0.65
Football,Merchandise,0.86
Gaming,Merchandise,0.68
Media Rights,Merchandise,0.67
Music,Merchandise,0.86
Streaming,Merchandise,0.65
Tennis,Merchandise,0.47
Basketball,Ratings,0.21
Events,Ratings,0.46
Football,Ratings,0.67
Gaming,Ratings,0.92
Media Rights,Ratings,0.92
Music,Ratings,0.67
Streaming,Ratings,0.47
Tennis,Ratings,0.21
Basketball,Revenue,0.22
Events,Revenue,0.46
Football,Revenue,0.67
Gaming,Revenue,0.91
Media Rights,Revenue,0.92
Music,Revenue,0.67
Streaming,Revenue,0.46
Tennis,Revenue,0.21
Basketball,Royalties,0.46
Events,Royalties,0.64
Football,Royalties,0.86
Gaming,Royalties,0.67
Media Rights,Royalties,0.67
Music,Royalties,0.85
Streaming,Royalties,0.65
Tennis,Royalties,0.47
Basketball,Social Media,0.68
Events,Social Media,0.86
Football,Social Media,0.65
Gaming,Social Media,0.46
Media Rights,Social Media,0.47
Music,Social Media,0.65
Streaming,Social Media,0.85
Tennis,Social Media,0.67
Basketball,Sponsorship,0.93
Events,Sponsorship,0.67
Football,Sponsorship,0.46
Gaming,Sponsorship,0.21
Media Rights,Sponsorship,0.22
Music,Sponsorship,0.47
Streaming,Sponsorship,0.67
Tennis,Sponsorship,0.92
