Healthcare and Health,the Performance of Healthcare and Health,9x8,vertical_gradient
Hospitals,Access,0.2
Insurance,Access,0.19
Medical Devices,Access,0.24
Patient Care,Access,0.23
Policy,Access,0.27
Public Health,Access,0.19
Research,Access,0.22
Telemedicine,Access,0.22
Wellness,Access,0.25
Hospitals,Cost,0.21
Insurance,Cost,0.23
Medical Devices,Cost,0.21
Patient Care,Cost,0.22
Policy,Cost,0.22
Public Health,Cost,0.22
Research,Cost,0.23
Telemedicine,Cost,0.23
Wellness,Cost,0.23
Hospitals,Outcomes,0.27
Insurance,Outcomes,0.21
Medical Devices,Outcomes,0.28
Patient Care,Outcomes,0.26
Policy,Outcomes,0.26
Public Health,Outcomes,0.26
Research,Outcomes,0.27
Telemedicine,Outcomes,0.24
Wellness,Outcomes,0.28
Hospitals,Prevention,0.3
Insurance,Prevention,0.34
Medical Devices,Prevention,0.29
Patient Care,Prevention,0.33
Policy,Prevention,0.32
Public Health,Prevention,0.32
Research,Prevention,0.32
Telemedicine,Prevention,0.34
Wellness,Prevention,0.29
Hospitals,Quality,0.36
Insurance,Quality,0.38
Medical Devices,Quality,0.38
Patient Care,Quality,0.43
Policy,Quality,0.36
Public Health,Quality,0.38
Research,Quality,0.41
Telemedicine,Quality,0.32
Wellness,Quality,0.39
Hospitals,Regulations,0.47
Insurance,Regulations,0.49
Medical Devices,Regulations,0.46
Patient Care,Regulations,0.45
Policy,Regulations,0.45
Public Health,Regulations,0.49
Research,Regulations,0.47
Telemedicine,Regulations,0.5
Wellness,Regulations,0.5
Hospitals,Staffing,0.59
Insurance,Staffing,0.59
Medical Devices,Staffing,0.64
Patient Care,Staffing,0.6
Policy,Staffing,0.57
Public Health,Staffing,0.59
Research,Staffing,0.6
Telemedicine,Staffing,0.61
Wellness,Staffing,0.59
Hospitals,Technology Adoption,0.76
Insurance,Technology Adoption,0.75
Medical Devices,Technology Adoption,0.71
Patient Care,Technology Adoption,0.72
Policy,Technology Adoption,0.73
Public Health,Technology Adoption,0.73
Research,Technology Adoption,0.7
Telemedicine,Technology Adoption,0.72
Wellness,Technology Adoption,0.71
