Transportation and Logistics,the Trajectory of Transportation and Logistics,8x9,diagonal
Air,Capacity,0.93
Intermodal,Capacity,0.74
Last Mile,Capacity,0.58
Maritime,Capacity,0.37
Planning,Capacity,0.38
Rail,Capacity,0.58
Tracking,Capacity,0.74
Warehousing,Capacity,0.94
Air,Compliance,0.73
Intermodal,Compliance,0.88
Last Mile,Compliance,0.72
Maritime,Compliance,0.57
Planning,Compliance,0.58
Rail,Compliance,0.73
Tracking,Compliance,0.89
Warehousing,Compliance,0.73
Air,Cost,0.58
Intermodal,Cost,0.72
Last Mile,Cost,0.88
Maritime,Cost,0.73
Planning,Cost,0.73
Rail,Cost,0.89
Tracking,Cost,0.73
Warehousing,Cost,0.58
Air,Efficiency,0.38
Intermodal,Efficiency,0.57
Last Mile,Efficiency,0.74
Maritime,Efficiency,0.94
Planning,Efficiency,0.94
Rail,Efficiency,0.73
Tracking,Efficiency,0.57
Warehousing,Efficiency,0.38
Air,Labor,0.38
Intermodal,Labor,0.57
Last Mile,Labor,0.74
Maritime,Labor,0.94
Planning,Labor,0.93
Rail,Labor,0.73
Tracking,Labor,0.57
Warehousing,Labor,0.37
Air,Reliability,0.58
Intermodal,Reliability,0.72
Last Mile,Reliability,0.88
Maritime,Reliability,0.74
Planning,Reliability,0.73
Rail,Reliability,0.88
Tracking,Reliability,0.72
Warehousing,Reliability,0.57
Air,Safety,0.74
Intermodal,Safety,0.89
Last Mile,Safety,0.71
Maritime,Safety,0.57
Planning,Safety,0.58
Rail,Safety,0.73
Tracking,Safety,0.89
Warehousing,Safety,0.74
Air,Speed,0.9
Intermodal,Speed,0.72
Last Mile,Speed,0.55
Maritime,Speed,0.36
Planning,Speed,0.36
Rail,Speed,0.55
Tracking,Speed,0.72
Warehousing,Speed,0.91
Air,Sustainability,0.71
Intermodal,Sustainability,0.58
Last Mile,Sustainability,0.36
Maritime,Sustainability,0.19
Planning,Sustainability,0.19
Rail,Sustainability,0.36
Tracking,Sustainability,0.57
Warehousing,Sustainability,0.71
