Human Resources and Employee Management,the Patterns of Human Resources and Employee Management,8x9,radial_gradient
Benefits,Culture,0.08
Diversity & Inclusion,Culture,0.06
Employee Relations,Culture,0.06
HR Tech,Culture,0.11
Performance,Culture,0.17
Retention,Culture,0.17
Training,Culture,0.24
Workplace Safety,Culture,0.28
Benefits,Diversity,0.12
Diversity & Inclusion,Diversity,0.09
Employee Relations,Diversity,0.12
HR Tech,Diversity,0.17
Performance,Diversity,0.21
Retention,Diversity,0.28
Training,Diversity,0.35
Workplace Safety,Diversity,0.43
Benefits,Leadership,0.06
Diversity & Inclusion,Leadership,0.11
Employee Relations,Leadership,0.15
HR Tech,Leadership,0.22
Performance,Leadership,0.25
Retention,Leadership,0.4
Training,Leadership,0.48
Workplace Safety,Leadership,0.6
Benefits,Productivity,0.07
Diversity & Inclusion,Productivity,0.14
Employee Relations,Productivity,0.18
HR Tech,Productivity,0.28
Performance,Productivity,0.42
Retention,Productivity,0.52
Training,Productivity,0.69
Workplace Safety,Productivity,0.7
Benefits,Satisfaction,0.13
Diversity & Inclusion,Satisfaction,0.17
Employee Relations,Satisfaction,0.24
HR Tech,Satisfaction,0.36
Performance,Satisfaction,0.56
Retention,Satisfaction,0.66
Training,Satisfaction,0.8
Workplace Safety,Satisfaction,0.84
Benefits,Skills Gap,0.12
Diversity & Inclusion,Skills Gap,0.18
Employee Relations,Skills Gap,0.27
HR Tech,Skills Gap,0.43
Performance,Skills Gap,0.62
Retention,Skills Gap,0.73
Training,Skills Gap,0.88
Workplace Safety,Skills Gap,0.88
Benefits,Training Hours,0.11
Diversity & Inclusion,Training Hours,0.14
Employee Relations,Training Hours,0.3
HR Tech,Training Hours,0.47
Performance,Training Hours,0.7
Retention,Training Hours,0.8
Training,Training Hours,0.89
Workplace Safety,Training Hours,0.89
Benefits,Turnover,0.07
Diversity & Inclusion,Turnover,0.16
Employee Relations,Turnover,0.28
HR Tech,Turnover,0.49
Performance,Turnover,0.69
Retention,Turnover,0.81
Training,Turnover,0.88
Workplace Safety,Turnover,0.92
Benefits,Wellbeing,0.14
Diversity & Inclusion,Wellbeing,0.17
Employee Relations,Wellbeing,0.23
HR Tech,Wellbeing,0.45
Performance,Wellbeing,0.62
Retention,Wellbeing,0.75
Training,Wellbeing,0.88
Workplace Safety,Wellbeing,0.89
