Food and Beverage Industry,the Risk Assessment of Food and Beverage Industry,8x8,horizontal_gradient
Confectionery,Consumption,0.9
Dairy,Consumption,0.78
Ingredients,Consumption,0.64
Meat,Consumption,0.54
Processed Foods,Consumption,0.46
Produce,Consumption,0.4
Seafood,Consumption,0.28
Snacks,Consumption,0.15
Confectionery,Distribution,0.84
Dairy,Distribution,0.75
Ingredients,Distribution,0.62
Meat,Distribution,0.6
Processed Foods,Distribution,0.47
Produce,Distribution,0.38
Seafood,Distribution,0.26
Snacks,Distribution,0.17
Confectionery,Exports,0.88
Dairy,Exports,0.77
Ingredients,Exports,0.64
Meat,Exports,0.55
Processed Foods,Exports,0.46
Produce,Exports,0.36
Seafood,Exports,0.28
Snacks,Exports,0.19
Confectionery,Marketing,0.86
Dairy,Marketing,0.75
Ingredients,Marketing,0.65
Meat,Marketing,0.55
Processed Foods,Marketing,0.49
Produce,Marketing,0.38
Seafood,Marketing,0.26
Snacks,Marketing,0.15
Confectionery,Prices,0.88
Dairy,Prices,0.76
Ingredients,Prices,0.65
Meat,Prices,0.59
Processed Foods,Prices,0.44
Produce,Prices,0.35
Seafood,Prices,0.27
Snacks,Prices,0.18
Confectionery,Production,0.88
Dairy,Production,0.74
Ingredients,Production,0.67
Meat,Production,0.52
Processed Foods,Production,0.48
Produce,Production,0.34
Seafood,Production,0.23
Snacks,Production,0.14
Confectionery,Regulations,0.84
Dairy,Regulations,0.75
Ingredients,Regulations,0.64
Meat,Regulations,0.55
Processed Foods,Regulations,0.45
Produce,Regulations,0.37
Seafood,Regulations,0.25
Snacks,Regulations,0.2
Confectionery,Safety,0.87
Dairy,Safety,0.77
Ingredients,Safety,0.65
Meat,Safety,0.57
Processed Foods,Safety,0.44
Produce,Safety,0.38
Seafood,Safety,0.26
Snacks,Safety,0.17
