Education and Academics,the Correlations of Education and Academics,9x9,vertical_gradient
Arts,Admin,0.71
Chemistry,Admin,0.74
Computer Science,Admin,0.73
Engineering,Admin,0.73
Geography,Admin,0.73
History,Admin,0.72
Literature,Admin,0.75
Mathematics,Admin,0.72
Physics,Admin,0.72
Arts,Faculty,0.62
Chemistry,Faculty,0.62
Computer Science,Faculty,0.63
Engineering,Faculty,0.6
Geography,Faculty,0.64
History,Faculty,0.61
Literature,Faculty,0.6
Mathematics,Faculty,0.62
Physics,Faculty,0.65
Arts,Graduate,0.53
Chemistry,Graduate,0.49
Computer Science,Graduate,0.53
Engineering,Graduate,0.53
Geography,Graduate,0.54
History,Graduate,0.51
Literature,Graduate,0.51
Mathematics,Graduate,0.54
Physics,Graduate,0.54
Arts,Junior,0.45
Chemistry,Junior,0.43
Computer Science,Junior,0.44
Engineering,Junior,0.47
Geography,Junior,0.48
History,Junior,0.47
Literature,Junior,0.43
Mathematics,Junior,0.46
Physics,Junior,0.46
Arts,PhD,0.38
Chemistry,PhD,0.39
Computer Science,PhD,0.38
Engineering,PhD,0.36
Geography,PhD,0.37
History,PhD,0.37
Literature,PhD,0.37
Mathematics,PhD,0.4
Physics,PhD,0.4
Arts,Researcher,0.33
Chemistry,Researcher,0.33
Computer Science,Researcher,0.32
Engineering,Researcher,0.36
Geography,Researcher,0.31
History,Researcher,0.36
Literature,Researcher,0.35
Mathematics,Researcher,0.31
Physics,Researcher,0.33
Arts,Senior,0.34
Chemistry,Senior,0.3
Computer Science,Senior,0.28
Engineering,Senior,0.28
Geography,Senior,0.3
History,Senior,0.31
Literature,Senior,0.33
Mathematics,Senior,0.31
Physics,Senior,0.33
Arts,Sophomore,0.3
Chemistry,Sophomore,0.27
Computer Science,Sophomore,0.3
Engineering,Sophomore,0.33
Geography,Sophomore,0.25
History,Sophomore,0.28
Literature,Sophomore,0.28
Mathematics,Sophomore,0.26
Physics,Sophomore,0.27
Arts,Staff,0.29
Chemistry,Staff,0.24
Computer Science,Staff,0.26
Engineering,Staff,0.3
Geography,Staff,0.28
History,Staff,0.31
Literature,Staff,0.29
Mathematics,Staff,0.29
Physics,Staff,0.28
