Science and Engineering,the Trends of Science and Engineering,10x9,central_cluster
Aerospace,Collaboration,0.12
Biomedical,Collaboration,0.11
Chemical,Collaboration,0.09
Civil,Collaboration,0.13
Data,Collaboration,0.17
Electrical,Collaboration,0.2
Environmental,Collaboration,0.17
Materials,Collaboration,0.19
Mechanical,Collaboration,0.2
Software,Collaboration,0.22
Aerospace,Commercialization,0.08
Biomedical,Commercialization,0.08
Chemical,Commercialization,0.14
Civil,Commercialization,0.16
Data,Commercialization,0.14
Electrical,Commercialization,0.2
Environmental,Commercialization,0.19
Materials,Commercialization,0.21
Mechanical,Commercialization,0.25
Software,Commercialization,0.25
Aerospace,Development,0.11
Biomedical,Development,0.15
Chemical,Development,0.13
Civil,Development,0.2
Data,Development,0.19
Electrical,Development,0.27
Environmental,Development,0.27
Materials,Development,0.33
Mechanical,Development,0.34
Software,Development,0.35
Aerospace,Funding,0.1
Biomedical,Funding,0.15
Chemical,Funding,0.2
Civil,Funding,0.23
Data,Funding,0.26
Electrical,Funding,0.3
Environmental,Funding,0.38
Materials,Funding,0.42
Mechanical,Funding,0.43
Software,Funding,0.46
Aerospace,Innovation,0.13
Biomedical,Innovation,0.19
Chemical,Innovation,0.2
Civil,Innovation,0.26
Data,Innovation,0.32
Electrical,Innovation,0.4
Environmental,Innovation,0.41
Materials,Innovation,0.52
Mechanical,Innovation,0.55
Software,Innovation,0.53
Aerospace,Maintenance,0.1
Biomedical,Maintenance,0.19
Chemical,Maintenance,0.25
Civil,Maintenance,0.29
Data,Maintenance,0.38
Electrical,Maintenance,0.43
Environmental,Maintenance,0.53
Materials,Maintenance,0.58
Mechanical,Maintenance,0.63
Software,Maintenance,0.69
Aerospace,Publications,0.15
Biomedical,Publications,0.21
Chemical,Publications,0.28
Civil,Publications,0.37
Data,Publications,0.43
Electrical,Publications,0.56
Environmental,Publications,0.62
Materials,Publications,0.68
Mechanical,Publications,0.75
Software,Publications,0.77
Aerospace,Research,0.14
Biomedical,Research,0.19
Chemical,Research,0.28
Civil,Research,0.39
Data,Research,0.48
Electrical,Research,0.56
Environmental,Research,0.69
Materials,Research,0.76
Mechanical,Research,0.85
Software,Research,0.87
Aerospace,Testing,0.17
Biomedical,Testing,0.22
Chemical,Testing,0.3
Civil,Testing,0.39
Data,Testing,0.45
Electrical,Testing,0.61
Environmental,Testing,0.74
Materials,Testing,0.81
Mechanical,Testing,0.89
Software,Testing,0.92
