Energy and Utilities,the Engagement of Energy and Utilities,7x8,random
Coal,Emissions,0.89
Exploration,Emissions,0.29
Gas,Emissions,0.22
Nuclear,Emissions,0.09
Renewables,Emissions,0.96
Transmission,Emissions,0.41
Waste Management,Emissions,0.48
Coal,Infrastructure,0.57
Exploration,Infrastructure,0.51
Gas,Infrastructure,0.46
Nuclear,Infrastructure,0.36
Renewables,Infrastructure,0.64
Transmission,Infrastructure,0.72
Waste Management,Infrastructure,0.43
Coal,Investment,0.26
Exploration,Investment,0.2
Gas,Investment,0.56
Nuclear,Investment,0.55
Renewables,Investment,0.15
Transmission,Investment,0.89
Waste Management,Investment,0.55
Coal,Policy,0.14
Exploration,Policy,0.05
Gas,Policy,0.53
Nuclear,Policy,0.75
Renewables,Policy,0.39
Transmission,Policy,0.22
Waste Management,Policy,0.35
Coal,Prices,0.65
Exploration,Prices,0.37
Gas,Prices,0.33
Nuclear,Prices,0.1
Renewables,Prices,0.48
Transmission,Prices,0.77
Waste Management,Prices,0.25
Coal,Production,0.85
Exploration,Production,0.17
Gas,Production,0.18
Nuclear,Production,0.35
Renewables,Production,0.92
Transmission,Production,0.93
Waste Management,Production,0.8
Coal,Storage,0.38
Exploration,Storage,0.08
Gas,Storage,0.61
Nuclear,Storage,0.0
Renewables,Storage,0.05
Transmission,Storage,0.1
Waste Management,Storage,0.03
Coal,Technology,0.09
Exploration,Technology,0.95
Gas,Technology,0.94
Nuclear,Technology,0.86
Renewables,Technology,0.28
Transmission,Technology,0.64
Waste Management,Technology,0.14
