Education and Academics,the Overview of Education and Academics,9x8,radial_gradient
Biology,Faculty,0.57
Chemistry,Faculty,0.56
Computer Science,Faculty,0.59
Economics,Faculty,0.59
Engineering,Faculty,0.61
Geography,Faculty,0.65
History,Faculty,0.73
Mathematics,Faculty,0.77
Physics,Faculty,0.81
Biology,Freshman,0.47
Chemistry,Freshman,0.46
Computer Science,Freshman,0.46
Economics,Freshman,0.5
Engineering,Freshman,0.52
Geography,Freshman,0.53
History,Freshman,0.59
Mathematics,Freshman,0.68
Physics,Freshman,0.73
Biology,Graduate,0.34
Chemistry,Graduate,0.4
Computer Science,Graduate,0.35
Economics,Graduate,0.39
Engineering,Graduate,0.43
Geography,Graduate,0.48
History,Graduate,0.53
Mathematics,Graduate,0.6
Physics,Graduate,0.65
Biology,PhD,0.31
Chemistry,PhD,0.32
Computer Science,PhD,0.31
Economics,PhD,0.28
Engineering,PhD,0.35
Geography,PhD,0.38
History,PhD,0.44
Mathematics,PhD,0.48
Physics,PhD,0.58
Biology,Researcher,0.26
Chemistry,Researcher,0.24
Computer Science,Researcher,0.23
Economics,Researcher,0.24
Engineering,Researcher,0.29
Geography,Researcher,0.33
History,Researcher,0.38
Mathematics,Researcher,0.43
Physics,Researcher,0.49
Biology,Senior,0.19
Chemistry,Senior,0.16
Computer Science,Senior,0.18
Economics,Senior,0.19
Engineering,Senior,0.24
Geography,Senior,0.27
History,Senior,0.34
Mathematics,Senior,0.41
Physics,Senior,0.5
Biology,Sophomore,0.13
Chemistry,Sophomore,0.14
Computer Science,Sophomore,0.14
Economics,Sophomore,0.17
Engineering,Sophomore,0.2
Geography,Sophomore,0.24
History,Sophomore,0.3
Mathematics,Sophomore,0.36
Physics,Sophomore,0.43
Biology,Staff,0.11
Chemistry,Staff,0.11
Computer Science,Staff,0.14
Economics,Staff,0.14
Engineering,Staff,0.18
Geography,Staff,0.23
History,Staff,0.27
Mathematics,Staff,0.34
Physics,Staff,0.38
