Energy and Utilities,Renewable Energy Share,%
Periodic fluctuation,Random fluctuation,Random fluctuation,Single Peak Distribution
Tidal,Biomass,Hydroelectric,Wind
54.12878074523427,35.9112020988995,0.0,2.260604651274509
83.04758607469363,28.06925780300621,12.023079498157362,15.298542498513115
92.48206622198853,36.47098495570519,18.556691063303578,4.199272157434002
88.34966906108784,38.260267772890955,36.296615088754436,0.0
62.13907753641209,48.20480391057315,51.791435181022486,9.075272951610858
30.5020775009612,62.68759513334678,47.35833665720378,6.252311898292856
3.89631506059182,59.08340556687821,41.25082144275315,11.916539350147422
7.703475099941494,49.90261042498078,35.07072508219268,16.539065998849125
27.727188648996876,60.25611974506185,45.764573518238294,5.470457065528889
64.05189696113857,65.64762414250963,41.32012738661325,8.047868467838086
89.16337031998935,52.34616750317295,35.859853469344756,9.19228691685432
100.0,54.51366825453847,47.60509747101606,8.632857563679616
75.43720190486644,59.31095789844101,52.2039133641653,11.300012573087628
46.74491370154952,46.2393630308141,50.53754963501061,9.0063487781018
22.06067021244307,39.00456245820078,58.946755522898044,11.745577483104942
7.199220753345473,49.50261533735888,59.939119814015584,10.581810318811211
7.1697587762123955,48.452157446253615,77.62892212912132,20.08706957679788
42.03369328949627,45.88490736709761,64.98046199138349,19.22730166099455
68.86212539319511,76.94327604987697,64.39773310378659,40.89663852627368
95.35937662784711,74.98763798685385,53.1743206417132,45.565210380075975
94.90528020437033,82.59604540904105,46.7396358080214,64.67155311400109
64.54182050697989,100.0,43.902961197381885,66.46442110324833
35.784088342922956,92.09146666411169,45.156990943779036,83.96056380396713
5.398292495125653,87.72019537681818,46.38041907865526,92.127434723265
0.0,86.79461169617483,38.58683430255938,98.9807987488031
21.058743280866597,74.87767101256246,42.429194326312306,100.0
53.98483529267192,78.64055853306829,40.16239760842144,87.05780045272246
80.27229603376314,75.0510297644247,48.742684724407596,76.65629282388751
87.6675084316898,60.183587922741836,47.00358830735644,76.69921107345348
78.8862844543345,40.99294502969801,32.68394732534637,60.83055535693476
49.46751244610629,24.53552891126073,35.74478128006613,42.397990661518314
28.766849492206937,24.0238537142977,42.33767952766374,34.38846653507257
1.2046123866391563,12.226818597268936,47.16377001044313,23.04888965261493
10.499126604964484,9.749103948191863,43.46548198007362,23.66889794964316
32.53109264172882,0.0,51.46996174384964,23.254069817300472
65.53320046127946,18.911002569019793,52.66305989181663,7.311263712500385
90.63185551769746,11.35889901351595,37.98983460385289,4.149478749722658
93.0363735174422,15.710505094083144,43.989416049404326,10.721608009167195
76.18548192647248,15.728805677345331,58.30080269439352,3.9663364611229475
45.7116526430239,43.287004674908594,62.71127558668203,9.163994509034195
16.256943668567814,46.75717176475685,65.24213787671809,15.804405982071962
8.866292784221965,30.744397318771938,64.77516381501485,7.192694551201605
22.900057424120188,34.907136293020955,75.52709384237282,2.844649484050207
53.0809119495374,13.595791543247271,83.50112027111317,1.1172937204757494
81.04174857609655,13.82404666321355,80.06202442372863,4.4902892583275955
88.61019324858319,28.71984749698952,88.00229550539659,6.692792226753959
97.38515542635092,29.28225893098095,94.59623331172833,8.622840240686571
62.135406163111504,7.903040979389584,95.01242636683708,6.545489077306915
25.158937927664777,1.2644225354915022,95.12259345091391,0.966272584845816
6.20765833226041,13.987225808002215,100.0,9.350122702702114
