Retail and E-commerce,Customer Satisfaction,%
Random fluctuation,Periodic fluctuation,Periodic fluctuation,Random fluctuation,Single Peak Distribution,Single Peak Distribution,Periodic fluctuation
Return Policies,Customer Support,Product Quality,Personalization,Delivery Speed,Loyalty Programs,Product Range
89.09116449439306,45.64902587712486,41.81263264167089,100.0,11.590009038041865,7.803885862344892,54.48998316940297
84.6280950272217,71.8794432960891,79.98728192716908,95.74236901300698,1.728917783485314,0.0,64.87539628310486
81.81994527431891,89.51182241686114,88.48504751027043,80.33845453401095,5.698867964367566,4.003291596065463,80.5448820748028
91.94135636472684,96.47934509809916,82.63626124259439,80.26466194716313,7.643801901359456,4.6538405950460415,87.5737451570449
81.70797702192434,89.65546958844348,45.84972826560733,68.92106956141816,4.713514705754776,4.937021516401858,93.6693568702593
86.41824924445281,69.59548428419492,19.237234127347325,65.84332971146948,8.224181277313548,21.126850112550592,93.83733931987759
89.65567266574148,35.931236806876996,1.6583144757853745,60.74344067440508,10.063675367588123,8.568998055745771,87.89815798942338
89.92239103653942,16.481344828855843,6.90762262622042,60.77871205035827,2.388793536438811,7.820858211774241,78.432509963101
96.05993509017345,10.562815450886923,35.56326159493537,67.5033488703036,2.9444709836437637,6.7623847288077314,61.766739809318786
82.77208359143742,1.4533558975998508,61.94486411599029,61.0103586927567,12.977185204552102,9.751181258170757,42.21075896466623
83.02717222950876,21.44529011898386,100.0,66.80132919189745,2.074327132009375,10.495835331680524,25.654989684270575
90.64086875786911,45.263616865929244,84.25390317492432,52.90029162156101,5.104278423545983,13.362100755903455,9.777378233013994
98.84818552617087,70.7312012266019,64.56292985939777,54.65438853788675,10.250026941417625,15.281787431930747,5.801974123003909
86.9508552054635,83.85912052986897,32.57740160128817,60.09123884679703,11.795988106647245,6.771369031390351,0.0
76.70886892061874,94.94740127595077,11.521924505326286,60.63927428737561,15.612638687771497,14.223361312073743,13.31607350034172
64.96952228296918,93.84693584575557,0.5235590939607854,64.36604621291588,12.537073649207784,12.769100138707207,30.989316488034248
76.45630336560306,73.06568284559246,31.18266192444434,61.639270197109944,16.75229703386947,19.0248091257231,34.32263406540257
70.89312907682151,44.88939185633864,61.326773336279714,61.72519803301434,24.742293788545304,22.942257363249162,63.655794215827676
73.5851478151942,25.565141521205113,84.52347901723658,54.79774077267683,29.116135620292876,34.49272335982345,70.38792693424911
61.359432935507726,8.937544995773576,89.91067839960348,56.02063770583121,33.57296256033919,42.01106664640638,86.65457736754246
63.031196022878966,0.0,69.3330395692118,58.55892961441111,54.89790029722518,46.268977521767255,87.10008796103563
86.60317993483189,6.592843134470751,32.365149376559444,51.911519823096484,73.99667528816781,70.95826881213529,100.0
86.58217913899003,31.09358606024416,12.147700359390342,39.465443888285044,82.00969059368623,81.0191872320332,99.03484119541808
67.15510258751699,48.63947109861205,0.0,38.87391022721112,88.50866384496896,89.7465218933989,84.46026846260281
38.50740918260284,78.6516075392202,22.760070097543124,37.20837167472833,95.7496009944458,95.66166814810234,69.59565033673435
