Food and Beverage Industry,Consumer Preferences,%
Single Peak Distribution,Periodic fluctuation,Periodic fluctuation,Periodic fluctuation
Premium Brands,Convenience-Oriented,Budget Shoppers,Tech-savvy Consumers
11.163363140121168,52.21635161707463,46.206548203170804,56.18800098590064
10.869485522933697,74.53984140370538,74.70967528786073,68.02571461739578
15.142205526360334,93.01995833407621,91.82543135974923,88.56674765476187
11.556371635494253,97.28656451322463,86.2190830759454,95.10471554708718
9.565305499985866,84.12849698895198,62.55184903725043,93.23788427822922
13.740278712628706,63.05324561043142,28.279104641353637,72.70489459524035
0.21353844930275132,40.04691168075713,12.47693960676674,52.46280633906929
6.719788027393707,10.159097260298209,6.571958951535764,22.680376969063285
9.099048271114123,0.0,23.498432910580334,10.092750784575149
2.1729070068212297,12.07172965030017,59.24604185914478,0.0
10.940508535392306,28.825803203519147,84.60418391600032,8.033062469963177
4.638395071342219,53.00720564154705,94.09435653998638,29.43201527116
5.027187858150862,77.15237381201453,83.85055614017598,48.39837525176156
7.842257713238824,93.71944134388195,49.90811878880358,73.40123545742033
13.082097303978827,96.28096388551968,23.10213978864347,88.15363601322694
17.12204489358611,81.4737585161831,3.8828189191535927,93.01542319533557
10.831790160961898,62.746226271217154,13.85133139180812,84.60856625529948
18.698269414610387,35.335532294074405,25.544312091336295,74.76877237159611
27.49032782657464,13.579378164547665,63.68878629104358,46.095005397665055
49.74026125102938,7.785619445839719,92.12016853007137,34.23500896867406
55.22154611958935,5.96876832251738,88.10790098018725,2.6464024773954686
68.17587406948945,25.044382126837018,73.37559777644923,6.679904672165504
84.77898572411011,56.83498853123501,44.26539938954917,19.558217210195544
90.65239909517547,78.49427267726257,15.612819515194273,26.46244556193315
100.0,100.0,0.0,54.3262226903488
98.1625471922704,93.93204854501664,17.477336293605134,76.98847435428121
87.08028346794447,83.9264843997889,43.21295627464309,92.09515014443987
87.49273060738297,55.52988770222399,74.202003714084,95.22844641963539
70.79334789041015,29.824741597121303,93.08421533694829,89.40325726241582
57.584147583842096,9.926627194717952,87.58716746588345,70.86001239352684
44.87488425220417,4.506762882400541,67.87314978615832,42.302904177669404
26.331289415293845,17.105065994771895,37.56393124995809,20.270472300971168
25.976692866316682,28.926346902560173,13.22850606499034,5.48820313619992
10.055315240507662,51.63963292818591,3.709220314426149,3.9551388421905345
12.55089663837367,79.46404939001684,16.004211348980164,16.73224445481956
16.283975677882818,93.92296977554531,48.35405670486508,30.419874243476
14.654823319547402,93.14363522085151,76.82541632068565,56.230127176564
11.882187715561379,77.84453418637032,100.0,77.81979770637287
16.902925800800347,52.91994525544874,91.21276965457378,96.6614647405205
4.9775653643730555,25.911638699448837,62.70119553859351,100.0
9.332255291280006,12.64121171747096,23.906643408138244,80.93969047331164
8.685550439830001,5.106362426137669,10.793536454990182,62.64035665507019
9.16890948230212,9.979255702152013,5.033074878252991,35.86840286809094
8.222948000435405,31.24055980681192,21.55707984913414,22.643113127412047
10.440901001467894,54.71176716553487,54.230600419512875,4.714896856230959
10.088491939481127,88.38285587115465,88.1131419501262,5.498963236056534
12.256511042923664,95.8194333164057,88.13585191544126,16.809095586255633
10.877703194584685,91.07048961728717,73.70485859905739,38.63503442334287
8.836280073321275,75.11203215500731,53.048249152683866,56.641503273952324
0.0,56.904315406498284,19.039167486208523,74.30384036528636
