Food and Beverage Industry,Consumer Preferences,%
Single Peak Distribution,Single Peak Distribution,Periodic fluctuation
Budget Shoppers,Tech-savvy Consumers,Ethical Consumers
11.027160176978066,12.490337618307464,51.43342835944741
8.027983484319735,13.704094991895385,73.27149695132381
15.725995274208834,0.0,94.22999386661294
14.853613013459292,9.14456385978794,96.21761875411397
7.32327474878703,15.910322966867907,91.89783571474266
0.0,11.31016665911578,56.66722727841091
13.028633121160176,14.650547773011544,26.161541028110662
10.63400298988446,14.167762844584274,11.05617227930969
13.041882640630595,8.051584972588497,0.0
27.65550401822699,9.512630531387597,13.616068173832025
10.980868765963262,7.8547945757491675,27.247921373404832
1.949779536027786,6.160477006657932,70.67894295694596
15.603734178602501,10.12326860141003,89.66547189041756
13.183814068045777,14.675140371221564,96.43392518642372
20.746268920029014,5.678149269314934,99.05432780144923
21.02893745419728,10.142176037787213,67.24646265464669
21.82199102359602,16.059114708611048,40.31256813216287
25.817184558014176,34.19237107005977,14.420169385214054
36.55263984614404,34.07167786347666,10.555552879769312
53.72373528737712,48.241379591101285,1.2496109646434976
60.38143858290104,58.341041187837504,25.966500281580064
82.30382054817491,77.44781442917316,55.77915428450447
92.69964331780389,81.76875978230032,75.18492512224881
97.85141609637868,82.68863117104355,92.33643992207286
96.84243776302301,92.73703305776037,100.0
97.6393848402563,100.0,80.44212725044248
100.0,85.7180502506933,52.91380564433298
97.68345250078785,84.71657367369689,29.020270450259716
78.32619889916677,66.77214090285837,11.109595883857478
61.208934544911855,56.24662957672203,8.52133795173946
49.25226340962385,52.81470655631536,15.840881607776144
38.14777288421913,33.11140226098322,39.058397246245036
38.428612726925344,27.03118078560144,70.33077034033262
20.296952012448543,20.348306107289034,88.08602182241637
17.413435089326104,17.77305431585541,98.30472716423263
19.80686518576303,16.635033488821463,85.39159965305726
13.09154810995282,7.114994238488526,69.08769454909441
16.94062426135169,5.278054115193701,38.572644285264715
18.807236889378405,11.022150357836392,15.673288321459133
11.08819071266719,10.227922891581414,5.1160776082949315
16.533602845583033,6.526048399730937,5.7148032052871995
1.3360154176414754,11.175973144726916,27.32238311717371
12.385707040028622,10.994092229396763,48.60487757477039
27.278771512902722,7.163302893159851,73.95566140923079
17.767616822243845,9.407680060478436,95.5370954397836
7.0144898814402445,15.372076437343802,92.65239824441419
4.457079128074476,0.8265917836235388,80.27437967765646
8.893561362220074,8.416748306685964,55.988443351029815
10.952006882256931,11.330088147500215,26.460352103652752
16.89715423962283,5.594429442732165,11.335562762057764
