Business and Finance,Return on Investment (ROI),%
Single Peak Distribution,Single Peak Distribution,Periodic fluctuation,Periodic fluctuation,Single Peak Distribution
Venture Capital,Peer-to-Peer Lending,Real Estate,Stock Market,Angel Investments
-7.060755757450753,-4.848882425358267,12.565473877598752,9.732350281284724,-6.431094991970176
-9.3230688142516,-7.810763569203346,20.404352872796355,13.232106516034293,-8.196659332332063
-7.879127182625828,-5.5689836924854665,25.2868721547216,21.500515704390857,-4.294982018686474
-5.2618383419132595,-7.657047132108769,27.742387386898187,23.515157100971187,-7.444799889447432
-4.562434004163568,-4.539564381130274,27.691863008525004,28.625657108070214,-7.425520155425318
-4.6378129368455046,-4.741063008106869,21.223056913211874,29.884597282030498,-5.510012282097189
-8.647589475104894,-8.25869712262313,10.335901660905353,30.0,-8.248309161785228
-8.336247522034641,-6.623239120125592,0.8081551147030392,25.3935737280255,-6.997905538009107
-8.173749349292358,-8.650394508420797,-5.985029231715101,25.4285093452402,-4.38987435008676
-8.24446109334091,-7.491472779072661,-10.0,23.02200942436987,-6.432046259407139
-10.0,-4.969978925818187,-4.74222894015676,14.017885929765782,-3.2048200966557214
-5.23624713343776,-10.0,1.4228766175198775,12.742334821123492,-6.205091626407139
-6.155332745818672,0.00350412242904774,9.62364771224675,6.399684349646538,-5.436910561655634
-5.066070029437832,-5.3173574281450025,16.797589542068877,0.7728843404041932,-10.0
-3.3533123725068625,-5.420689793154409,27.636089834524455,-0.8518486141848172,-3.15863010771523
0.6406337020955988,-8.58461935180657,29.83838968704068,-9.144279183116907,-7.23847457401497
-2.4731707689657334,-2.483931494789707,27.954349430584095,-6.163822405783241,-3.7097966809697924
-3.3733694204969167,-0.059316613823931164,23.127803028893666,-10.0,-0.6156145203546188
4.467770026542057,2.662802733664975,10.894080784861629,-8.341925228476686,3.180351149402597
7.872505884689449,10.43244800032003,2.504370918933887,-5.527440951420784,7.171429516391857
12.922090383846015,14.3454811975195,-5.53409394045938,-5.79917616037868,14.109381701974002
17.050446437850063,18.94952432062372,-6.344728852570579,-1.7589856216343254,17.825020638129338
23.149345386257792,21.765953277753404,-7.055537328283472,3.1675358411092915,21.77578777491823
27.64683716522812,26.246407358734338,4.373461980938483,10.443286908741886,26.478016768528143
30.0,29.605539096332947,9.299195306171676,17.67336411129657,30.0
26.954172940585764,30.0,16.167691816912082,23.915743217312553,27.903070100734567
22.937475450519067,25.25530987988366,26.826166552917847,25.183387789763827,25.273288931097404
21.596545127246873,21.288799512516007,27.98510240320038,27.6522991848003,24.6254716550746
18.045293014082144,18.673123478401322,28.43226314258625,29.633274558191744,16.635110166103875
13.246893563875584,13.885947101418257,22.22149260846237,29.2029223163262,13.427998384928387
4.71931708538583,10.419173086057953,10.277620173593206,28.384490735907065,10.311191261137989
0.9330805505201862,4.146668135980391,-0.7055761757096572,26.22709792777232,5.784547133433762
-4.3688732672449895,0.008665065053927279,-4.034354876104127,22.016583857735064,1.1012809098964365
-1.1987898508098862,-0.7897079465990728,-7.855030239393381,18.18110510091653,-4.38136936225391
-1.7676307021507363,-0.931337627701982,-5.894366745123424,10.483246253858717,-3.714076700094637
-4.602261590898688,-6.23158012030979,1.0159043407132593,7.6297396592253435,-2.822387883432933
-2.7600790641526256,-7.413034615161274,8.98307129768455,1.7163655518755494,-5.761523647646295
-6.089239226162169,-7.30487861958238,22.527025409060208,-1.114647313631167,-6.011428119506593
-6.262545716347984,-6.067630514408739,27.30877199981728,-3.9459070036454413,-5.133793190364035
-8.277767451777999,-7.918717662181784,30.0,-8.80794909924322,-8.816463431065069
-8.956608499254717,-7.778306429920019,25.857154474636992,-9.600743949950113,-9.282084414339801
-8.712242256054303,-5.909757864107801,21.28519513349946,-9.557055047573167,-4.699189338394331
-5.169739167189078,-7.502748947534894,12.409484848123327,-7.7873090712639295,-8.00753470131509
-7.972903291529626,-7.775659691227647,0.5540748513764484,-3.2271388490053177,-4.031807348007927
-4.7771503688000845,-7.355880186614409,-3.308255466745168,2.0458702349237115,-2.0673822188946867
-8.555169680264738,-6.019895052321681,-8.45358738272278,6.113853923409803,-8.674762972343231
-8.228641001824219,-8.065134638181158,-4.366769250253287,10.081617475373857,-4.202547786449879
-3.4567601374209485,-7.931774202708804,-1.6065119441627758,17.27448318675135,-6.148712662613924
-6.728465323113444,-5.646371122467506,8.395349347298733,22.04706451584181,-4.718539747852949
-8.007713704266106,-5.223260219102374,16.81188077508065,25.692311026874457,-4.164515136786818
