Food and Beverage Industry,Consumer Preferences,%
Single Peak Distribution,Random fluctuation,Random fluctuation,Single Peak Distribution
Budget Shoppers,Premium Brands,Convenience-Oriented,Tech-savvy Consumers
5.526161921517039,84.96115962987017,68.36932134149022,1.4353889239329416
1.180857148986458,72.2788321882604,62.16143331418177,3.5052020904568915
2.411735609812854,65.43592363580146,58.15128268649457,8.081135508557558
13.551186258575342,82.2004037651134,30.670927202577978,5.984634719799878
3.5166638767886824,91.97558507320535,30.077459193689688,10.363224465882315
13.208972062521434,86.25236203956685,35.89787019446848,10.23164304760499
1.7394237291381973,86.07716908100139,15.177664833091884,9.676254946135348
5.291593636532243,100.0,0.0,2.4341406315275953
9.23254609614497,85.50230099982996,10.433162290719391,0.7482595819052408
5.252572189564138,79.02946205790491,45.45907128365173,11.342768851877034
0.0,66.2655064685534,53.37413905347878,5.558252627785138
2.198761775001675,73.73423379828468,66.07077648420339,11.511349482863983
11.922497937666696,79.59357303783467,71.17199995919037,4.062583953362011
11.922563595475419,76.02956825303254,91.07369963390609,6.268808776427183
12.569067238135487,80.13590423258294,96.01183367416228,14.199010510426657
21.787926624188717,73.17769488278002,87.519409510865,16.361319728447874
10.458030394345661,66.75818842180978,100.0,24.894821587101188
14.815084435112755,58.866982059935005,78.90642374970662,22.806053651621834
35.445888827803174,43.99011820111871,67.77514260266244,28.731220858565536
43.321955617449944,31.52460398023106,92.91231096636403,49.84775148985095
57.50421998369395,28.265132372962533,76.26748555100679,57.307488984449925
65.34782096762697,26.644589055904905,53.71275062793458,62.05185654742854
77.93192300228083,20.635825917182732,38.89800254568173,89.16943495055274
93.38454806305359,20.47886642081243,42.042092488346015,99.1990427058493
100.0,12.836164890178313,19.33292731841261,96.2228011791542
95.15461876200139,23.38234944800695,43.220847758574074,100.0
96.3435297902505,25.173609977334905,72.61038999919455,90.679821965183
77.42072894371368,33.41240965168623,34.19743813198719,86.46982107950971
66.87423220968853,20.05495774680061,28.148570800562943,64.36117075661322
55.743423382244494,8.947614536439966,51.503879950676925,55.675905291645535
51.96701428127008,14.847858747027832,76.17128674328613,46.65992017180762
29.97131715769765,20.999072358219838,84.68951771470378,31.48011785924798
25.18450567188187,13.838430418314262,68.25739687878138,25.366684270479574
15.895026489164657,7.179576488207699,97.94717861067281,20.74954559707955
14.077112687098747,16.260382709131402,93.6064671333702,20.42254054341207
2.328212913273836,8.668859449738875,79.02900040164002,1.7888250736074713
7.324785006285717,6.777255699010675,86.39142431292352,3.3379653191465035
10.935053855267448,18.073768226552957,89.98736147652951,5.06195050555689
10.261845349206785,22.57416604118727,51.019467687917206,9.157356775238794
12.632164600480152,15.632356273737985,43.83755585350526,9.992729241844177
2.042495588427089,9.594427005502885,43.253166803646565,8.608315122963065
1.928227242695424,22.826484100679288,37.869877749279865,10.034661370511914
4.371293035918927,10.910286487444935,63.35673510470647,2.960664964462925
16.776510497717272,13.985474958743893,53.930101714943326,5.049320933189772
1.5658477341538715,16.82814158062916,54.92095877208266,5.623010581808961
11.260974387629883,7.141341787426671,56.46449024477842,9.00621401107659
2.19182521219626,3.977033292685418,57.06272646525853,12.26566748958611
3.7931921222570124,0.0,80.70138323460968,3.9135629343751024
8.027348412406043,0.645878520280301,80.31713205609773,0.0
11.785483003280333,1.7965713358797493,70.18173621435942,12.013128974802143
