Social Media and Digital Media and Streaming,Social Media Usage Time,hours/day
Random fluctuation,Single Peak Distribution,Single Peak Distribution,Single Peak Distribution
FaceLink,ClipVibe,ViewTube,Chirper
4.476113634151319,0.4593276789851117,1.1540457681275946,1.373816989987401
7.433956469188471,0.7749631979771607,1.1788642004508263,0.909420457251136
8.489948839066262,1.021762137262818,1.3046968024381935,0.566202983102079
7.782180082447718,0.26562500361505303,1.3071998013607535,0.7887086695343217
4.701491300376606,0.9255357419472863,1.3774331740429657,0.22567978044952325
5.3539248952673795,1.3197223581280724,0.3681076841971812,1.099679869541415
5.417618916658711,0.0,0.8313320711763922,1.5863548032799075
1.71538934320174,0.8552269411981112,1.0981877473523496,0.34940122107262017
2.9707200964284164,1.083988343077467,0.8208091856616934,0.8578061482874934
3.8243822643308234,1.2268857919102376,2.047463978337002,1.2764495144269077
2.587439164746963,0.4790222391881015,0.9128269210977152,1.0340180458185197
0.30736349378537525,0.6173633631233759,1.8084040678944315,0.7315017919505877
0.90192311228885,0.8710174348079143,0.6825145413576286,0.8180602246771145
0.0,0.7576494465569734,2.182734476136819,1.787662814818082
1.9932074913978448,1.0870748117821087,1.7793091614341863,0.783741186517949
0.5266588681687097,1.5269186429097539,1.6718184124204316,1.2024399552252674
0.612627968986407,2.4638285074985995,2.9791148092566666,2.20678478817447
2.5191610597639977,2.1455846303151267,3.5892618694570704,2.361414076484486
4.690760966803872,3.571139871561964,3.8329915766159846,3.8868550108318485
3.947915176926066,4.1092031104836115,4.985276167817024,4.769187267451791
5.000738874174103,5.521211516632607,6.204697840506346,5.484441423382681
3.738485782112106,6.05520392001036,7.208439853432665,7.292395544318985
3.5789733644293538,7.642736321215558,7.775611559258131,8.640935114505082
3.4055907371285183,8.04466215273606,10.0,8.865507244939606
3.749594496500585,9.386553306986176,9.791766840126161,10.0
1.913607529197448,10.0,9.874680794030192,9.491092580309118
3.593423299703571,7.629010842380229,9.926209987876275,8.736532978466835
1.8552475107095336,8.417713214500663,8.709286281078967,8.273186315858169
2.3214422351129937,7.071017136731821,8.102088686689676,6.625045041175435
2.9000757507773596,4.833896051897828,6.2842795621590035,6.374509714679331
1.845169910189253,4.243943835576553,5.1761887583019615,3.894652369721342
0.2300454173332113,3.1972953283855183,3.1300031400374277,4.111085803599693
0.7871707145391649,2.3166823646350587,3.018813285071708,2.7026703653580624
5.26150290698149,2.2126267632327594,3.043803387260225,1.6951347850529142
8.713237577539513,1.6331007408363387,1.7447174627855735,1.9906368009618671
10.0,1.5758351577166787,1.5157199684337015,2.5498425168071215
9.10608239049232,0.9831346512720356,1.3014577556230966,0.887981940627503
7.301088702175363,0.36855060293697606,0.0,0.9191656866144613
8.350841692216619,0.10612535476225349,1.3327460272028966,0.3772968540937454
7.488288448071002,0.7348216188228573,0.7414996988538485,0.9086209999724336
6.9211049135050295,1.1095373237996111,0.4830751058536004,0.5031410548974037
6.246487285779607,0.23545859582108564,0.6185197722659919,1.4926167802995336
3.5992223075000846,0.5282344078662395,0.8937679377008506,1.1522540164230886
5.666942247161515,0.9738959665975516,1.1853217193694272,1.4258343384177505
3.16520294965285,1.2243558842479858,1.4497667958496514,0.6026142875529129
2.078098988811472,1.305913561529891,0.8636538653608719,1.12578748979033
0.21524128600025222,1.3139975010822769,1.741275812967936,0.3141148575398322
0.4271495644587925,1.1664175222756201,0.8854380778953607,0.8736114908631345
1.164449579104369,1.0480219970611642,0.478802471193625,0.7265356871992102
1.9001879874643541,1.0913728019307567,1.079229679470026,0.0
