Food and Beverage Industry,Consumer Preferences,%
Random fluctuation,Periodic fluctuation,Single Peak Distribution
Premium Brands,Ethical Consumers,Convenience-Oriented
44.74397754203502,55.482103436641474,1.4324554881722127
36.16041349015314,62.17025093403432,6.146920479130722
26.08814935583876,74.64316666141566,13.698160530908469
45.07365670064747,86.38925349453328,7.08376899316481
49.23474648582269,90.55735932884768,12.140644946748706
51.19391564001508,90.3510151225662,5.972441812570252
56.53046029989738,84.59270164658845,5.2389081763430605
73.90169189147326,77.58283252604686,12.209486870547215
78.18625882380836,64.1907882216316,2.828722796323202
65.40963948185393,51.48508653511021,15.214287525791958
76.23226991507752,37.46544391119385,7.57571560852177
58.54710472808554,29.06401231344173,0.0
73.42595082823675,13.149851656108602,11.722707530870059
75.2617599936313,4.415385845208035,6.017576068281673
70.84593274889424,0.0,8.49917014796585
68.60549628168917,9.46319244306483,5.509668312175734
74.45422473987692,10.086209675811297,25.3932067203196
80.26943724843515,26.98513649369321,17.013784881347107
74.13027984934675,30.021095253823933,32.872687869493554
70.88088128734974,56.22497876558635,35.527536029449955
42.66852031801308,68.22163849666254,54.99033938948218
58.558523082283585,72.40436241159885,69.09078496132942
64.42992196636744,81.52425932614658,79.7513899686435
55.1740422753467,100.0,93.27193541536964
58.096240703771954,89.18160520555915,94.93349395647573
69.63331759999366,83.21062454964692,100.0
74.45709763741718,79.9004773207221,91.69355824774172
100.0,62.195327192306706,85.91022617220632
85.30839045992941,53.65198748900457,62.8558844576161
71.54251304570803,32.876810291929914,56.22878603018956
49.16787333656739,19.640880204649395,37.20430700401515
45.82352221450417,12.068106011622323,27.804030450625255
51.196775003204465,9.608882302255738,25.343776191874408
45.211947717274555,7.812755327553742,26.4071068531808
47.350775498349606,10.304230986024475,8.970449996735498
48.13813054335796,18.874967423913546,12.334006012788846
46.060071621562024,28.254821866199215,0.7682881336908065
33.26149438130384,47.529868249617294,11.395822599686765
22.609442102349718,57.73480035581746,7.307813016903308
0.0,64.65194207319561,8.880870800958913
2.954583761923645,83.11132691609518,11.034719507286127
23.189399077742003,94.54167033031283,7.264835191800557
35.77801043824325,88.74731638331649,6.054785808550869
52.27471152775492,85.49397489506983,4.018220113964049
44.87329086249027,81.47938666429677,4.029417792644676
57.07261512612274,70.13339270621285,7.806729642576545
62.740364421288994,59.07150588161245,5.7275368892207075
40.63210898182543,42.763819043177676,9.708439242625172
27.40752303319792,24.917892779809385,5.7777362312777
36.0760956302337,24.077541556885016,7.372914655663039
