Business and Finance,Return on Investment (ROI),%
Periodic fluctuation,Random fluctuation,Single Peak Distribution,Random fluctuation,Single Peak Distribution,Single Peak Distribution
Venture Capital,Commodities,Real Estate,Bonds,Peer-to-Peer Lending,Stock Market
10.028194629443963,-2.479685736073086,-10.0,-6.670596819764152,-5.723280186696041,-5.175095786188532
19.977674274867397,-10.0,-2.5948590368438404,-5.808902630175036,-3.8634257663095015,-5.119098774224636
26.323222893217142,-4.432749492807684,-3.692845847951717,-5.178800740702921,-4.152651213072752,-6.552669839213225
26.576328695019306,-2.7078412479902534,-4.726814155291689,-2.6850972898751913,-6.631115042313615,-6.412779769481712
20.52776901429575,1.891967697560501,-6.9488151373500955,-4.564088947375997,-6.373537319765735,-10.0
6.699923767802481,-0.3858505470758189,-3.113084721862915,-4.706386983220745,-7.2828891119924615,-5.3036264374888455
-5.135936391659009,5.971448470867491,-6.287537306979269,-5.215548865597902,-8.45902163964962,-6.231258417527308
-7.013503325846101,7.4146537537429325,-5.5763460521320845,-6.376835034196445,-9.069105226037747,-4.834195515434702
-4.94433160187668,0.6592429508631721,-4.9927957362214945,-4.321296070303621,-3.546466838537535,-6.665440988910661
3.5026279847205437,-0.648047444995596,0.5108398640148071,-0.9720560512935439,-3.9225936619502964,-7.112767473272236
19.173367023835418,4.671209170808218,-5.343245195958471,-3.973500759276077,-5.1876875473332795,-6.482889987596091
25.07921661574119,7.519561765070577,-6.494842064109612,-1.7771360224942168,-3.7727231573343234,-2.950863661552736
30.0,5.610685974718404,0.48405348918374713,2.406577773832776,-9.074922581240457,-4.484890262638964
19.121130760905412,-3.964500692798029,-3.8048146816137196,3.1316213240309203,-3.0367180973644636,-5.531212253674585
10.35464645822881,-3.3306915490545244,-4.039566104585498,8.151690482776196,-6.866496922309471,-4.9796137778376615
-2.12279938258283,-7.446850781641754,-3.5244498125487898,14.827793591737578,-5.3470809080673005,-4.026775152246689
-8.762678397054682,-6.700959276520053,-0.12387718334142939,17.18074365154873,-2.0264719456945137,-0.4908534501778483
-7.523468597472472,0.05094547061121624,1.4156686608205717,16.842993752965448,-5.52210688693618,-1.4837803414721957
2.6676233239791642,12.012713706882518,3.9993524672703558,19.16220300140853,5.4155866579666245,4.312631728226059
14.68213724315724,12.903530630645648,10.778571362259981,24.836365160854534,8.221575217463254,7.218613950251349
21.998268632034318,26.398256980573237,10.323984001902474,25.6199732675939,16.033146295989347,10.779927480466696
29.236811760061066,21.374175135529462,19.740579207711413,24.173170032120133,12.975593379975692,18.650601979923074
27.490130870571285,26.245261125006344,24.234637467169684,30.0,20.91627949010077,24.392466347601292
14.573898422290554,20.421354738889296,24.936028859485575,26.724720079187094,23.77053631556352,27.095860982705048
1.015115910735,22.82559366154183,30.0,24.271113626424977,30.0,30.0
-2.8933067494869222,27.545239084499983,29.111955004180764,24.345665771274376,27.221549968710356,27.418436223511023
-10.0,19.10207606755424,27.361580165743526,24.21788716786095,26.73902543157964,27.3866931242924
-2.44542105850228,15.463510225875538,24.448147715179488,23.648631274821156,21.391252164946085,24.909862263039642
10.514365271693148,22.593391279728273,19.35119851248119,28.03317807387063,17.783182452926148,16.68622533209048
20.596968540216672,18.841675358979938,13.950098122465246,25.232364502499806,12.153411068363987,12.611237812196517
26.93819094413397,21.020731452643417,6.146923431103964,22.136789060893584,11.365881287083997,10.787444066509146
27.86971878122965,20.182048265830034,2.1725442320991704,21.39031905722906,3.5545345422078594,4.048351741774026
24.201077675618173,30.0,-0.35638246227377834,18.29311934072353,2.342724765206718,0.5636891263210124
6.519296991035567,29.796207046223223,1.4072214695343082,17.996374407322527,-6.299647663675298,-1.4107350396687863
-3.948652568188397,26.136892619726694,-4.636039548334436,16.571965019408278,-2.9029891988200154,-3.2745054893348593
-9.473745345236798,28.356669485952516,-4.177353984339916,19.657636162561765,-3.833687997094584,-6.900260350269077
-5.2848267394268,17.668871314617412,-6.793512943403668,13.418520055149923,-6.4130225322522145,-7.016171532057463
2.557957117312812,20.531805571964426,-5.523613406503653,7.3200692629779915,-4.887195192974474,-7.463877898343609
16.051398737475925,18.286013687156483,-4.387050190542073,4.29337474317499,-10.0,-8.215180951376777
25.105690432722476,23.553295657722316,-4.127420037701269,-2.9972017670729656,-6.131155310899359,-5.0459690054797
29.146473854535543,18.82881111438867,-4.185056150628553,-2.7352308662474636,-4.845445029622621,-5.933761925525563
23.71742535746806,21.80952491717129,-6.751664666936053,-10.0,-5.1129940458694,-5.9185626593264535
9.561438847935996,16.801390218206564,-4.943200371974106,-6.942127439007097,-6.573203289977888,-7.419279211864593
0.6587571006942419,23.923348010531342,-2.0570893659711604,-8.558802305596982,-3.4586369452391965,-4.631849501758961
-7.875909620110853,18.40068590352743,-5.6676189483116035,-2.954147951362078,-6.168727692139349,-7.419408962432202
-8.208011318133995,21.39075418198899,-6.540667984499781,2.983369155002787,-4.133646291378302,-5.761947378327194
-0.26455358596433953,26.21766963112799,-1.5297475817740356,6.727693065655046,-5.36666608375619,-8.302973436140544
9.818471285146256,29.32994179643527,-4.327766130737283,2.9681578966296414,-5.562307071962932,-3.2339438536557807
21.278327902282108,26.000964521441723,-4.5451926028387035,1.5258252543244808,-6.10558498163905,-7.628433188811304
29.38533862294279,28.271659799015737,-4.769905724138466,0.09370329434823255,-9.319252226029363,-8.452787639291213
