Energy and Utilities,Renewable Energy Share,%
Random fluctuation,Single Peak Distribution,Single Peak Distribution,Random fluctuation,Periodic fluctuation,Periodic fluctuation
Hydroelectric,Solar,Biomass,Geothermal,Tidal,Hybrid Systems
15.888618352335406,0.8458696742076329,8.497403560623491,60.673591243715144,50.05084005458801,60.408416526434515
6.252833933345468,1.906546575580698,13.657975489062164,69.02076618242025,76.67228973305072,65.44579950285821
0.0,5.127400221013787,9.673496831873129,65.59031933635157,87.66935083076731,82.47415158525273
5.78566478736228,4.8291316553691574,1.502301838638824,28.967619753301854,96.51379534313239,79.57210812826361
8.433525503622285,4.66146481322031,6.586270440063002,31.221554905450738,81.85932749246624,89.92463095869148
2.610283032608561,15.720260608434874,10.665205400358904,21.887079928510907,58.51030151260298,97.31482690555168
6.979973640767283,10.392224910663431,6.820460320050678,33.42651557058913,35.35055074853191,96.44883324158384
6.913935503191329,11.717292470190168,11.637072633329508,32.8359575750367,14.744844392475176,85.52655829609674
12.365859136896741,13.619765404195425,13.037742153646278,36.074186762474994,7.106056673685289,84.08487682944536
19.681448892169463,11.10962668558683,5.691362980642196,57.18966272013132,1.1664320339505656,87.56782868770438
18.214008435566083,9.650363693659871,0.0,40.833481487301725,22.226278187205406,77.03209262005842
7.879287729999575,11.005293421265039,7.538042687200354,34.087295182769466,41.384568879376104,63.487511106365204
9.909375471266465,4.182321346266291,9.383094385956433,28.788224595993544,67.55738032969148,49.423109240229884
8.430666255695545,6.4754054150813225,0.1584774060654831,31.500544983260593,83.17438416429512,37.307036170350685
28.56158556638132,19.93958528449936,11.405398685571416,14.692351145835133,100.0,36.45954973028816
14.231035746168855,9.380701346910623,18.34335700793373,15.066961210307944,85.74071961151255,18.2085125455002
13.322449542806087,16.951969677701335,23.68813949185627,22.76546291970846,59.097159534626,13.77532671150242
23.7368097570328,22.695786253647647,29.133340173232025,44.59156536464773,42.75270448970804,12.795185039415754
29.768357940649913,29.95532523326958,32.37317946806388,48.041561311518045,13.367025114212025,0.0
29.9851178867619,52.01370119115578,41.968873318051976,51.6331130211951,0.0,10.479410455428233
37.89493441155641,63.934697412412454,57.56506876850017,49.46072175882337,5.237164314686331,19.95323515564745
35.76918301275463,74.5890433486887,67.70591235371252,44.73910201323979,20.959505730967713,18.53068557188854
40.48023278328139,79.55573323993758,78.99132623545697,49.607620646217455,45.47059144550183,32.595834365563384
41.6131384033929,85.92079924893959,83.25726742014675,32.07273851803213,66.81343896831217,47.16728000383555
45.329266789084706,96.0259215465318,100.0,8.570253863553365,87.43595178178852,55.55861562983059
48.34429507236646,100.0,91.43083808006932,0.0,92.92238151202972,66.29520209492374
62.169053205467876,90.4516525797765,90.96732975714468,10.001021225198851,83.39407186592838,86.82756935790388
69.1481379396315,85.17781791296474,78.39650755045065,18.979156145865367,63.1744009241597,94.42890126270052
89.21682271934095,68.47866955893286,71.38211676089857,12.692632333427161,42.34243738813303,90.86010492240736
98.82904960711906,54.2593060777981,49.90119153139142,6.506840571555696,14.193768038505306,100.0
100.0,39.392753225589445,45.535850598086014,28.45423135322817,1.715236129750423,98.45816274880305
95.23619497472964,31.243734295406266,34.25709161447207,33.5311840968646,4.123715216905373,90.55631256143023
91.46824113587948,25.310817050889906,28.691824868825723,19.013873434431876,20.650994981960395,83.56640992970674
97.03066511050102,19.900701659092665,11.88213075907358,14.512901359389438,36.85090774398706,77.22321384741521
92.96257621054143,18.68432554463528,16.57498126776815,10.571880372477557,66.6654345131566,66.44726564680806
92.09088369702633,15.957579046379852,7.240589847811926,25.162367856032407,86.79540488289558,58.13697407433175
85.09835415114767,13.21196789826715,24.58950546450389,31.107029718817742,89.78172905502775,39.87848665645946
95.65756403252098,14.068299160908454,8.238379578113856,30.260417862765642,83.52746064501376,35.48478889553747
99.71671302397546,7.726753750921104,14.090183993440943,18.1107723937723,66.68298984423046,27.67537576484503
84.90018418996404,10.665425508629774,6.010027634684256,5.089816010387136,43.372894936516545,15.48163746729
82.50354367576415,9.913123058731134,9.486836394891428,4.12801627921354,19.7058624067703,9.731785016829516
77.25971257550043,6.920047003549988,12.744707070101677,19.42479710858334,3.289928519648834,6.974609126343942
71.49349356846064,6.296805364074541,7.390792947522226,18.53762481295351,3.3483476663097997,11.971026684805903
72.6891375045004,16.96447825124114,0.03391045032608121,40.107645850550036,15.972412736802251,13.006754894928468
69.0142752591442,3.8407826502457283,10.904747642098977,24.54535541480137,38.97334062773978,27.7335722959217
64.35960770130659,16.069656707931134,15.29612583241442,35.963464525995384,61.2704931437092,28.21347445035684
63.47264594109156,11.993367639005804,4.455521035353117,53.9013696425951,86.44715278041514,41.45637483634352
59.676348327699436,0.0,5.839699183908569,63.61273783495697,93.68986502313473,51.51284564792217
52.53357546030668,10.398248158014825,7.354480566913586,72.67808623779524,87.0624741606916,64.60149413627771
61.097301447281595,11.211202145136967,5.091453169991662,100.0,71.3944659037536,74.88725601604057
