Education and Academics,Academic Performance,score
Random fluctuation,Random fluctuation,Random fluctuation,Single Peak Distribution,Periodic fluctuation,Random fluctuation
Physical Education,Humanities,Language Courses,STEM Subjects,Arts,Vocational Training
78.27976368629777,89.65343170382698,73.03092664133992,6.98259085466434,52.167459834767214,35.62522886024492
59.501233411826234,100.0,79.17728620810718,4.051955335479488,60.315373674740904,46.89270492340688
73.39555600497732,93.78445685674363,83.62217034002816,8.900873654456392,88.0830867313395,51.80291496422775
53.072105714577354,84.00716577251343,86.6631600032093,1.6559264900594635,84.61386384564075,61.149619315955974
50.338950576878126,67.92629362281542,87.51079029826371,10.220916447526122,92.44711864474091,75.52108960101046
40.33047470935944,68.97156735822027,100.0,5.048506237416419,94.63476598325236,62.480991324707325
39.32031228728367,64.56456496077517,89.85368074285324,4.574853240001985,78.1995177611584,39.24672499671228
30.974445064373484,58.741901884600566,73.66962021066752,5.487663818266278,64.47406660953567,51.29212683925648
30.21422861532304,57.63576566016134,77.3725169073386,0.3875266763892121,46.42955779313889,40.796285339220226
16.595004496288194,54.417902184102374,75.8325151980338,6.824978437414531,29.12803373746756,32.562661124312356
32.81313014524254,54.48798600531624,75.09786364273793,6.881648140990294,8.179802958474324,69.74822648533814
31.419570961364123,60.617702077856606,71.91482431948077,4.5183247379304365,14.687203009098956,69.58777245637269
45.09762273824402,76.31754478146149,81.14030327230712,7.9898966814799035,0.0,78.87109448376552
27.918382512608975,90.5670716031514,72.41561209513111,10.246957810606308,8.304191055284397,94.37478714805766
30.4122350984979,80.62271319162284,78.97515351563172,5.799157192427383,15.56304785107486,100.0
1.1001249264717492,88.8567268641543,84.61454612254698,15.299738899610801,41.167085322420306,86.01492660178869
33.07147506439341,88.01045537890765,76.30945174630823,10.467606160070773,54.957709670449596,86.52360112156086
43.165993129285674,65.55194421816192,80.62534820539614,21.21548881926383,74.22946550369748,73.08675453280811
45.29896486699869,63.904244954627096,75.8967592382741,35.49655252278931,83.86546965966403,55.423669640256854
20.028194946295326,33.52153294970827,82.72379049599226,43.718063349044264,100.0,37.48838083922035
29.788067579806942,25.815552718253983,88.94620563345302,57.177399176646205,90.93960524815765,33.37792071275587
27.249718756326647,21.180216225599523,79.32127615410617,72.05094571329509,90.02792386347538,23.253772955405623
3.7277589627029863,26.560123442637845,84.8832411890101,81.09598467399196,77.47529355641986,30.15625752023139
13.708830305620978,30.324722384013032,64.59368686944579,93.96282640642083,52.5665303410598,30.963150803528443
21.60322680454747,34.0367426576515,70.53004439559587,100.0,38.20804594062519,9.631304705474895
37.30139382142134,17.705086820328674,73.09990906728957,99.31088721640971,24.3068019732147,5.772222157324012
55.710166097067024,28.550838045384463,60.08701668946021,90.38064594817095,11.66413610170775,0.0
62.11757363739668,28.463919531316208,57.145222868181186,78.96093960997948,0.32845506729103796,5.332400088618021
17.293080838415378,54.7162769409387,53.17354227157318,74.14593247012925,3.9341353733938234,29.16865017059302
6.081790674723071,64.58798407848735,45.49186017553643,52.99575367695898,5.670508444801833,17.7768201992033
15.221294118108863,78.10067495733055,27.84090066183702,33.08646764054251,21.47437397567242,24.589948232087586
16.733420274212165,69.06639506245696,17.918727421864396,32.347207963860946,49.72568653992431,26.755784575867025
10.62454576126515,54.94360876859597,20.109090489068752,25.91170849380716,56.12450570569931,42.09335778009379
31.07924087530377,47.52455794218573,28.053206524518558,12.511714177101691,73.70741343681296,64.9360266469956
34.621554053127845,47.95708648836865,41.485058118860785,8.536984099743771,90.8767008889801,78.3165531962765
26.544433815374525,27.518622601701882,37.19235916492406,7.909432184926792,91.70801184510012,69.36219437987477
24.425913058324173,39.45252849622023,37.75706889412334,5.31552445577356,93.24092796338857,92.12318878929298
36.109988170880314,35.35351641149584,37.90104406573687,8.480502849124257,87.31328632613447,92.5139578692993
39.45536852041357,34.66951731115178,40.2997052887689,7.375018448310293,75.63616869971551,73.80565455916401
20.517361261367544,45.79734551824341,34.301803538600886,0.9706735784100621,47.92662660059793,59.357184677754624
0.0,57.460200790826285,30.13637063773865,10.256870991486329,37.84896666358794,54.67160319701364
11.218566501581115,44.20083835173562,37.986309483781135,6.475454599744494,11.966866554409991,58.21229287044354
23.029216436863837,26.26480653391909,27.213068584547056,9.974060143871032,6.97993206033448,35.23079850306772
39.020628822079004,17.93535958444158,12.938872708529123,4.859866139539095,6.357597958505624,48.61162081353363
28.58139675029252,20.067478015045346,16.84277888969548,0.0,12.010707123439516,20.433945417566502
48.530523503167046,4.747692260488614,26.413732839234132,5.39891841168435,13.413030934225748,33.61950821160793
49.828927559156085,0.0,21.66104631121268,3.7665327481590065,36.6050427639387,43.55981475283268
73.37085396622444,0.028552524979391213,1.3466364021727433,10.992231980458817,47.721155462805925,29.635757981494404
93.37158101032533,14.809485553349926,9.712813255097723,4.968826940707353,65.5365206572492,13.125011218146303
100.0,11.723798802096868,0.0,4.904287295647322,82.01934977666053,5.233210623375182
