Education and Academics,Academic Performance,score
Single Peak Distribution,Random fluctuation,Single Peak Distribution,Periodic fluctuation,Periodic fluctuation
Humanities,Social Sciences,Physical Education,Arts,STEM Subjects
15.981348996284911,20.902008592178195,7.654030973954175,43.98682201278409,60.37029168715375
2.434993847561249,35.45791000845963,8.518093596278081,74.35142144879693,67.55942910946102
13.9645533545539,32.071013703732106,6.831812675781132,91.16470505821003,93.46726965828823
14.213725440965883,11.63083091822969,2.9433633881425756,91.27117548159785,98.47569860735209
0.0,5.940399221534324,8.663837281613826,94.2646696433772,91.54578236210222
12.193811270263984,0.0,8.828924225186965,72.37550572628956,91.41780996033701
12.458995388352994,20.51891652426561,14.042596877595143,61.75469047018859,62.427065697973774
4.955202396030917,17.793271514234952,8.045528305801348,28.734862789367,51.95205822449198
9.065162244651313,12.771280413161213,2.205565794043827,13.962088945538095,21.932299331720444
6.5368493044092215,18.359981738812348,0.9047829070231316,2.5495937980994023,9.082066316310925
14.60306112461332,7.811065865593321,10.425534743409742,13.203533726967551,7.318222341977234
6.888956992194319,16.92643490395255,16.316926728521874,19.431111176532685,1.113670312826661
12.657404889623718,23.904694613785992,0.0,40.902973210865845,16.163206010123837
15.226238270756967,31.11635132341518,0.6389888248813629,62.2170200452698,42.070794413233685
17.689555212717128,38.67722793034292,12.94970301591721,85.41609873185394,58.34223730447474
16.80965504956488,31.40212479878507,14.574375014200037,95.61818220718588,83.6638794366123
23.11411732695432,26.58166801912148,23.02188637558856,93.02483138752837,91.67844215498954
26.430663921558594,15.107851001871483,25.316781489817963,85.13417028257527,91.53428430488918
37.18596392891649,19.433529990751776,34.840563012540684,65.03482045047504,94.29311089003029
46.8138567096757,23.486655857004994,49.04519496267441,39.71393647925581,70.1561323774474
62.01317050792186,30.450641709099518,56.164130158172576,20.00321883919078,64.04173404431558
66.5097323064815,29.131439685417575,76.359867717684,11.265147770024136,34.82777347272087
78.31802429255403,26.703378227472275,91.46339784049644,6.693523925505939,10.689610475305624
94.2182393048541,38.89442016493704,97.52022016958347,0.0,0.0
91.82082680878005,36.6223681162813,98.35423016933198,36.14637449934901,20.286618521590466
100.0,48.31021432380659,99.89675827586959,61.05568510535356,24.901121460707422
87.04011932854841,51.72202150958666,100.0,77.93105506818904,33.41783939559403
89.18561469930451,54.78080498399226,84.40067140819077,97.21328234012954,55.1304551688499
76.75062202580001,57.760766504690274,76.32388860844317,93.89242188347455,66.89207025271394
57.48939200811126,83.39089590710218,58.53733409793638,100.0,92.38012831388765
42.544227379979496,99.36812049373304,48.809514382776285,70.6898199036218,94.31318937198732
39.76541627795796,85.88665583275713,37.9659077460782,48.79408085050571,100.0
28.750976284996888,82.89717515687927,21.43543113746987,26.21494218760287,86.06899839847573
19.662219148833557,100.0,21.132723665561123,22.806142071847677,63.92657923357747
11.568554012086354,88.23494383201009,14.183404341855296,4.884777640040769,51.08902702643685
17.95536748872752,89.79607995287738,8.335343843942447,1.2764360628648224,28.710424335875413
11.93972594316671,84.54807134186369,7.8631667998991075,26.197533556115086,4.860012790864618
10.026863395317692,86.72361076632322,7.907181693190221,49.05314923197627,10.446618619351632
7.136559310022859,92.80510129265393,13.660552825307374,72.29883238246593,13.93255273782083
12.883384678631662,97.12371685859665,13.001464373921342,92.12208150623465,26.526834215429652
17.53945349071759,90.12734754330013,9.397725320595224,99.55873382184515,38.4844553698578
5.79672466420644,86.81997541580098,13.45860679911942,96.59681368800685,63.34904431698584
9.096885359547441,79.83020104683133,15.499718192919717,86.25485760779974,85.8214322571554
14.941058452311559,90.56069033219366,7.821522146507574,61.99836040561748,92.54940658276442
16.925341026887082,77.28792099703394,8.259257754298895,31.188965676492604,98.84771314970719
13.057780820755289,53.71937925982879,2.3473789299872245,15.838907374109482,85.0013220155597
14.643600661947778,57.71167772528113,18.121031131934025,7.728784912512979,68.6384098899898
6.634368737957757,76.85238846678672,5.532765660767042,3.5590578731119873,52.23012463113452
9.40349354845541,77.3749672839094,10.681493565273135,12.636073404729398,33.33066770248133
13.42049481853488,74.48726342316502,11.643061895744612,29.221184402616636,6.793156580977433
