Retail and E-commerce,Customer Satisfaction,%
Random fluctuation,Periodic fluctuation,Random fluctuation
Personalization,Product Range,Return Policies
78.39628639415879,46.55728218262467,49.19942285659756
44.974076126014666,59.81278956834858,45.542271358908984
34.68080003237267,65.52859315522757,42.60443222718974
42.76044480116698,79.76610281015927,38.28958450319869
45.388879560011056,90.83752209028462,49.1412751301366
26.950012526124024,97.32393838868406,41.6295597977673
41.909644209432244,100.0,34.61135116468962
54.97784546236626,97.81750763747249,25.824819227156333
63.47049768016188,93.97032686687582,30.85047307310292
48.62875876627158,75.35264001065052,34.08851365303838
49.7523684873453,68.16175084175528,23.011307653457
77.0379578077359,54.74733851301029,14.930100521388065
82.82795183913218,42.511919718851274,16.88032292794909
75.26625455951046,36.33600764744006,13.000013337954872
75.4543417491503,31.219198725737733,15.891951495468296
100.0,20.561033703014942,16.299938672977525
93.73196618762381,7.862466801247256,18.447430682564082
86.08249114959827,5.457981507815651,3.1787344351729807
84.5688760141518,6.299911177393226,0.0
85.62926751435069,2.5290958127609575,4.867639065556854
72.90808489655238,3.825673497328698,5.52475347470532
88.74942328324242,21.754354606631,4.036196005128712
74.38893549058689,27.791746270892208,4.245097207258036
91.73359472062018,39.27523600847784,11.724505089733032
74.59773124417289,46.321055776071525,10.383873952352616
72.34739086013565,65.86983132713249,2.3024504632422893
71.58926385778969,76.791738404599,4.346693818709824
72.97644820363016,79.37968967712521,11.055686006748408
67.53687300455877,85.36835238673086,14.863906552743906
66.53592806597258,88.43156204442,9.434307785422613
75.70006402646298,95.36651200933167,23.835396714793475
56.18309198825783,95.82720989913727,34.79244647919245
41.44731326927091,86.50772842297063,24.036639058754464
41.43526016820223,82.02207366195158,44.76474652620625
37.36555308617234,68.46486540490777,43.18717011322396
27.195364810767934,53.89466948349529,37.665511529237286
22.751395868846156,37.87304693890558,36.96271548891715
15.80649199141696,28.165101811101827,28.54580023205332
17.767386940402144,18.945921788832667,34.42296838159721
16.237709918381167,8.657269882366164,38.81223588160535
19.494664603546504,3.8158549297978337,38.72263663603791
21.90945939303994,0.6174231404519096,37.78971941775906
12.719022072365968,0.0,56.86037547487901
16.113084863969494,8.3384941417587,67.3878361440019
26.462934830438794,14.437065980429779,63.372557292060606
3.485747073186059,22.954604814223377,72.20251485737062
0.0,29.810848154531172,81.80267313461897
16.16594739845866,40.93971135102041,91.87306010945055
37.20169411285122,58.52525111736391,100.0
28.088721735482373,65.55170882767189,91.12436561667366
