Food and Beverage Industry,Consumer Preferences,%
Periodic fluctuation,Periodic fluctuation,Random fluctuation
Organic Shoppers,Budget Shoppers,Ethical Consumers
50.35947839301418,49.584964937759004,71.79046233545286
72.94707363524572,80.44178387623813,83.74853681153198
92.11783950563589,92.0436714843827,96.24840915896318
91.71447259055215,97.91758504794622,85.64091860417065
78.66568068935538,75.7635092806614,85.89879417427588
62.76100928977516,53.991815741450026,99.28040838599695
41.02466091552867,25.92879495213959,100.0
19.947898373525145,8.748256362105817,98.29343564498964
8.230602567794856,12.491388349194196,98.34383450280717
7.51475724852054,14.402494994751763,82.21193833517425
15.073045031588475,39.20153628497383,63.04341376176965
43.48350936009582,72.17431927755605,48.7654574439078
73.45286220531091,87.62940571889011,39.4983901606922
100.0,94.56589591177125,26.726948284558727
93.81073845163289,88.06031722318892,15.73837805622133
89.34988396567289,62.659690379326186,9.383356202718655
65.1906971291441,34.29517478239777,24.824825554859473
38.84457347505694,18.859137832978934,14.137107831436168
18.699780721039687,9.936426794290147,9.043822865670343
8.28174038253089,6.521392978925728,24.972934555066082
5.284475898366454,31.262767506312695,28.690802329731596
21.47660456823729,63.26696035189489,44.35795390026121
46.94916537333364,80.07938376496509,44.83641533317888
70.9437895577262,100.0,25.772731583928966
92.04603213264099,97.6829882451765,34.58352697597674
99.1812601537807,82.4039611873744,34.66462292727958
83.79096347374359,45.754046390363804,31.212665841876387
73.4639906901802,16.92906308430975,29.68547504903043
37.99616806383567,10.520558158280675,43.84954875591263
15.60158473131113,11.35675714782861,60.91364315137052
8.88774637059773,21.096551643171004,47.470077929966266
6.587925744079579,47.03161554990276,41.2918555663165
20.593637879554446,69.06648963619847,32.230544207484726
45.20405733649563,92.5930319259936,14.201093230738426
65.43619856240606,92.57944542062975,16.74726410855666
89.31091426613983,87.2702183112848,0.0
97.27786884186274,65.04689156859617,19.457112864965715
83.35006732835082,40.37428755165562,30.005807537539802
69.84404841137511,8.090088564097826,32.24869191542217
43.7844901941667,0.0,48.59630767795689
22.860843924077404,21.88859073636017,45.64979621544285
0.0,36.79300466858788,52.635507153685225
8.865836409349843,60.905328875693776,52.68686254798723
20.379657944073905,90.95499616354576,33.971380688640494
42.33098972755147,96.51916649314516,30.69060812370316
69.38473276880153,91.1776762746728,14.682968950206233
84.70124948183235,75.55641882170288,19.758150046067858
97.72829862689773,47.25275982922338,2.822557594055596
92.04213960000324,15.919851752237191,16.30560073611602
69.75462419694053,6.524822577582805,23.54127458239349
